Geneid	Chr	Start	End	Strand	Length	hyb1/add_read_group/hyb1.sorted.bam	tar2/add_read_group/tar2.sorted.bam	inf1/add_read_group/inf1.sorted.bam	inf2/add_read_group/inf2.sorted.bam	tar3/add_read_group/tar3.sorted.bam	tar1/add_read_group/tar1.sorted.bam	hyb3/add_read_group/hyb3.sorted.bam	hyb2/add_read_group/hyb2.sorted.bam	inf3/add_read_group/inf3.sorted.bam
gene-LINF_040006700	LR812937.1	50666	52252	+	1587	2088	21	1943	660	64	126	144	1053	414
gene-LINF_040006800	LR812937.1	53258	54844	+	1587	2092	25	1930	690	62	123	149	1046	407
gene-LINF_040006900	LR812937.1	56902	58416	+	1515	3114	8	1504	649	37	65	215	1732	459
gene-LINF_040007000	LR812937.1	59356	61485	+	2130	4886	24	2190	940	27	57	373	2744	665
gene-LINF_040007100	LR812937.1	62565	63113	+	549	3279	7	3223	1838	22	22	310	1865	707
gene-LINF_040007200	LR812937.1	65136	66008	+	873	1583	0	1464	725	3	5	120	871	424
gene-LINF_040007300	LR812937.1	69036	70100	+	1065	3163	40	2647	1131	46	108	286	1752	888
gene-LINF_040007400	LR812937.1	71892	72668	+	777	1227	0	2098	982	0	0	129	772	762
gene-LINF_040007500	LR812937.1	74044	74916	+	873	2121	134	4158	1598	205	254	238	1385	1301
gene-LINF_040007600	LR812937.1	76926	81332	+	4407	1402	303	2818	996	495	767	169	1061	993
gene-LINF_040007700	LR812937.1	81999	82805	+	807	672	58	2025	864	94	125	97	485	845
gene-LINF_040007800	LR812937.1	83450	84892	+	1443	2528	976	4274	1525	1394	2446	374	1471	1554
gene-LINF_040007900	LR812937.1	85412	91342	+	5931	3385	583	7288	3141	882	1531	406	2076	2318
gene-LINF_040008000	LR812937.1	92763	94109	+	1347	1355	315	2417	1021	380	907	148	986	751
gene-LINF_040008100	LR812937.1	95532	96506	+	975	1186	203	1843	862	300	719	138	708	581
gene-LINF_040008200	LR812937.1	97144	99075	+	1932	2072	622	2285	596	1026	1757	284	1436	1291
gene-LINF_040008300	LR812937.1	100760	101959	+	1200	1156	325	1464	399	491	981	149	793	777
gene-LINF_040008400	LR812937.1	103162	105726	+	2565	1714	479	3058	1254	811	1244	211	1173	1028
gene-LINF_040008500	LR812937.1	106360	106914	+	555	1084	327	2925	1257	508	884	179	668	902
gene-LINF_040008600	LR812937.1	108882	115250	+	6369	6097	229	11066	4127	553	703	560	3614	2969
gene-LINF_040008700	LR812937.1	116262	116834	+	573	1313	402	2059	580	727	1050	164	684	637
gene-LINF_040008800	LR812937.1	117912	118973	+	1062	870	270	2417	952	492	752	173	530	927
gene-LINF_040008900	LR812937.1	128256	128984	-	729	908	0	1494	690	0	0	100	542	391
gene-LINF_040009000	LR812937.1	132857	133879	-	1023	1329	98	3423	1101	196	237	198	815	1169
gene-LINF_040009100	LR812937.1	135367	138732	-	3366	2375	269	3649	1309	492	885	297	1467	1119
gene-LINF_040009200	LR812937.1	141015	142100	-	1086	3073	822	3217	1298	1682	2609	466	1756	1131
gene-LINF_040009300	LR812937.1	143426	155788	-	12363	5793	39	10664	3175	61	125	763	3538	3606
gene-LINF_040009400	LR812937.1	159364	163383	-	4020	3074	291	3663	1093	553	1009	284	1734	891
gene-LINF_040009500	LR812937.1	167436	170003	-	2568	3387	409	3761	1548	1007	1413	306	2042	1009
gene-LINF_040009600	LR812937.1	174145	175584	-	1440	2488	383	5214	2250	777	1352	338	1406	1971
gene-LINF_040009650	LR812937.1	176402	179428	-	3027	876	110	1659	662	181	326	129	649	556
gene-LINF_040009700	LR812937.1	180396	180962	-	567	15345	19842	21653	10324	15848	22872	3292	9957	11604
gene-LINF_040009800	LR812937.1	181577	182149	-	573	930	181	2134	754	430	517	137	606	533
gene-LINF_040009900	LR812937.1	183825	184796	-	972	1566	350	2553	848	590	1117	210	796	1083
gene-LINF_040010000	LR812937.1	185749	194757	-	9009	3792	224	5069	1477	560	938	499	2316	2066
gene-LINF_040010100	LR812937.1	198153	202895	-	4743	2988	251	4276	1709	629	584	363	2173	1469
gene-LINF_040010200	LR812937.1	204320	207523	-	3204	2040	138	4817	1727	236	412	279	1201	1674
gene-LINF_040010300	LR812937.1	209331	210374	-	1044	398	27	1156	358	43	128	41	260	364
gene-LINF_040010400	LR812937.1	213029	214807	-	1779	845	77	1714	561	101	198	122	512	524
gene-LINF_040010500	LR812937.1	215748	220400	-	4653	3093	729	3689	1366	1393	2178	371	1526	1122
gene-LINF_040010600	LR812937.1	227365	228294	-	930	1247	443	2633	927	533	1034	134	774	662
gene-LINF_040010700	LR812937.1	228808	233514	-	4707	1684	70	3538	1288	147	175	246	976	1110
gene-LINF_040010800	LR812937.1	235535	236437	-	903	1862	440	3882	940	1219	898	277	1017	2077
gene-LINF_040010900	LR812937.1	237178	237981	-	804	884	72	1956	714	127	184	95	458	754
gene-LINF_040011000	LR812937.1	238745	248074	-	9330	4071	102	6609	2215	281	289	460	1968	1935
gene-LINF_040011100	LR812937.1	250013	250516	-	504	395	73	629	201	155	154	47	172	140
gene-LINF_040011200	LR812937.1	251316	255185	-	3870	1402	18	3244	1035	34	37	189	692	939
gene-LINF_040011300	LR812937.1	258439	259455	-	1017	1283	44	5279	2634	89	242	176	659	1662
gene-LINF_040011400	LR812937.1	260136	260738	-	603	6125	2592	11331	3972	2932	6521	968	3266	3929
gene-LINF_040011500	LR812937.1	262076	263062	-	987	603	127	1267	493	209	299	59	329	343
gene-LINF_040011600	LR812937.1	264848	268573	-	3726	1527	141	3333	1063	304	421	275	1038	1211
gene-LINF_040011700	LR812937.1	269560	269982	-	423	1424	444	2495	974	696	1171	202	785	764
gene-LINF_040011800	LR812937.1	271575	272033	-	459	3426	1157	4865	1774	1685	3422	545	1832	2085
gene-LINF_040011900	LR812937.1	273320	273766	-	447	1969	396	3544	1229	637	1037	263	1139	1072
gene-LINF_040012000	LR812937.1	275728	277896	-	2169	2458	99	4530	1675	184	397	245	1124	1222
gene-LINF_040012100	LR812937.1	278996	282271	-	3276	876	35	1612	515	49	101	101	552	471
gene-LINF_040012200	LR812937.1	283285	285669	-	2385	1094	312	2306	773	587	953	151	605	750
gene-LINF_040012300	LR812937.1	289538	291673	-	2136	1283	0	1551	740	5	1	97	584	472
gene-LINF_040012400	LR812937.1	292661	294571	-	1911	1267	160	1980	763	306	416	173	720	585
gene-LINF_040012500	LR812937.1	295300	297732	-	2433	1445	108	2367	831	178	460	195	824	674
gene-LINF_040012600	LR812937.1	298643	299284	-	642	15448	12728	15720	6934	18806	25460	3288	10001	8872
gene-LINF_040012700	LR812937.1	300364	301092	-	729	7255	2907	11939	4270	4214	5892	1475	4400	5366
gene-LINF_040012800	LR812937.1	302191	302709	-	519	6155	3065	9468	3298	4454	5935	1328	3905	4819
gene-LINF_040012900	LR812937.1	303399	305129	-	1731	2209	399	3463	1382	504	871	304	1251	1295
gene-LINF_040013000	LR812937.1	306132	309536	-	3405	2141	8	3203	1174	5	16	319	1224	1270
gene-LINF_040013050	LR812937.1	311432	312511	-	1080	1910	127	3631	1602	190	382	218	975	1059
gene-LINF_040013100	LR812937.1	313525	315540	-	2016	6941	1079	8426	2104	1725	3071	885	2984	2597
gene-LINF_040013200	LR812937.1	316236	317462	-	1227	882	209	1906	597	471	619	162	527	664
gene-LINF_040013300	LR812937.1	318397	322587	-	4191	2334	55	4863	1629	81	233	277	1380	1400
gene-LINF_040013400	LR812937.1	323811	326447	-	2637	1355	179	3402	1338	273	462	253	868	1375
gene-LINF_040013500	LR812937.1	327890	329080	-	1191	2563	552	3355	1001	1305	1318	509	1544	2166
gene-LINF_040013600	LR812937.1	329839	330504	-	666	1018	71	2458	924	92	124	200	630	908
gene-LINF_040013700	LR812937.1	334300	337854	-	3555	2324	19	3608	1276	57	49	277	1418	1059
gene-LINF_040013800	LR812937.1	339772	340296	-	525	790	0	2037	667	0	0	105	475	621
gene-LINF_040013900	LR812937.1	342174	345998	-	3825	3748	337	6485	2421	611	958	502	2244	1961
gene-LINF_040014000	LR812937.1	347395	353013	-	5619	5201	30	8218	2700	26	72	599	2953	2458
gene-LINF_040014100	LR812937.1	355207	355953	-	747	515	45	1129	477	52	140	67	390	340
gene-LINF_040014200	LR812937.1	357536	359323	-	1788	1764	187	2219	715	291	398	198	1147	734
gene-LINF_040014300	LR812937.1	361694	362140	-	447	1149	309	1954	656	368	805	167	710	777
gene-LINF_040014400	LR812937.1	364089	365570	-	1482	1609	338	2295	696	632	1042	245	992	1070
gene-LINF_040014500	LR812937.1	367054	367695	-	642	15525	13194	14144	6110	19459	28454	3254	10146	8473
gene-LINF_040014600	LR812937.1	368592	369221	-	630	1759	826	4163	1843	950	1523	294	1074	1251
gene-LINF_040014700	LR812937.1	370115	371689	-	1575	1020	126	2418	949	190	298	129	679	790
gene-LINF_040014800	LR812937.1	372640	373755	-	1116	491	13	1336	506	19	35	73	409	498
gene-LINF_040014900	LR812937.1	374435	378160	-	3726	1298	325	2725	1043	489	886	184	907	893
gene-LINF_040015000	LR812937.1	378835	379692	-	858	1923	182	4826	1749	322	398	299	1117	1960
gene-LINF_040015100	LR812937.1	380649	384185	-	3537	2419	474	3531	1429	564	1215	297	1794	1114
gene-LINF_040015200	LR812937.1	385775	386443	-	669	950	400	2289	898	391	780	132	654	742
gene-LINF_040015400	LR812937.1	387839	388423	-	585	3851	37	5405	1540	30	67	423	2830	1564
gene-LINF_040015500	LR812937.1	389992	390918	-	927	1078	56	3108	1160	157	170	145	644	1116
gene-LINF_040015600	LR812937.1	392887	393957	-	1071	964	28	2808	1086	46	67	137	593	1257
gene-LINF_040015700	LR812937.1	395129	396586	-	1458	758	72	1205	594	109	197	106	507	448
gene-LINF_040015800	LR812937.1	397056	397445	-	390	578	163	1351	662	253	331	91	326	459
gene-LINF_040015900	LR812937.1	398180	400810	-	2631	1812	206	3606	1225	389	421	245	1137	1295
gene-LINF_040016000	LR812937.1	401639	405715	-	4077	1601	74	4202	1456	104	151	224	1043	1600
gene-LINF_040016100	LR812937.1	407605	407934	-	330	355	49	1426	487	102	188	59	272	472
gene-LINF_040016200	LR812937.1	408542	411415	-	2874	1354	94	4298	1624	169	239	202	845	1693
gene-LINF_040016300	LR812937.1	413321	415510	-	2190	1492	203	3311	1254	299	650	253	1095	1470
gene-LINF_040016400	LR812937.1	416514	417446	-	933	1297	94	4102	1455	139	148	163	728	1192
gene-LINF_040016500	LR812937.1	418270	419172	-	903	651	6	1335	570	16	46	62	338	368
gene-LINF_040016600	LR812937.1	419872	420378	-	507	440	7	1511	692	7	10	75	269	506
gene-LINF_040016700	LR812937.1	422570	423625	-	1056	2348	1014	3746	1247	1948	2591	358	1474	1399
gene-LINF_040016800	LR812937.1	424728	425981	-	1254	1072	55	2783	1088	88	121	144	596	1094
gene-LINF_040016900	LR812937.1	434771	435706	-	936	875	312	1270	334	621	750	106	552	416
gene-LINF_040017000	LR812937.1	438601	445785	-	7185	2370	105	4761	1561	354	313	316	1402	1893
gene-LINF_040017100	LR812937.1	447105	448676	-	1572	1520	367	2958	869	641	819	269	848	1257
gene-LINF_040017200	LR812937.1	449517	450080	-	564	361	60	1004	383	65	192	60	143	310
gene-LINF_040017300	LR812937.1	454851	455957	-	1107	2252	88	2516	1478	188	267	187	1157	536
gene-LINF_040017400	LR812937.1	456952	459945	-	2994	2053	337	4618	1248	745	1183	283	1001	1646
gene-LINF_040017600	LR812937.1	461315	462445	-	1131	12836	2168	15739	6069	3141	5633	1870	6853	6182
gene-LINF_050005000	LR812938.1	5078	7825	+	2748	2098	39	7210	2413	58	67	373	1376	2407
gene-LINF_050005100	LR812938.1	8283	8702	+	420	1097	329	3844	1472	488	868	186	516	1113
gene-LINF_050005200	LR812938.1	9220	9807	+	588	5965	1407	17993	6305	1425	3708	897	3145	5581
gene-LINF_050005300	LR812938.1	10914	12659	+	1746	5296	214	16195	8163	253	680	477	2259	4777
gene-LINF_050005400	LR812938.1	13858	16359	+	2502	2471	113	9098	2748	387	656	406	1441	3221
gene-LINF_050005500	LR812938.1	17586	20087	+	2502	3813	424	11809	3712	922	1433	531	1967	4396
gene-LINF_050005600	LR812938.1	22216	22491	+	276	897	66	4039	1745	108	223	91	404	1429
gene-LINF_050005700	LR812938.1	23370	23975	+	606	1525	134	3674	1263	256	377	179	663	1289
gene-LINF_050005800	LR812938.1	25296	25835	+	540	851	2	3877	1065	5	3	118	407	822
gene-LINF_050005900	LR812938.1	27639	29552	+	1914	4528	763	7334	2947	1432	2152	529	2679	2572
gene-LINF_050006000	LR812938.1	33206	33577	+	372	708	152	2840	953	250	354	117	392	979
gene-LINF_050006100	LR812938.1	34580	35596	+	1017	1391	244	3368	1189	437	604	181	788	1514
gene-LINF_050006200	LR812938.1	37230	38528	+	1299	1439	142	2655	860	247	349	167	787	826
gene-LINF_050006300	LR812938.1	41335	43371	+	2037	3170	780	5082	1199	1653	2052	415	1415	2449
gene-LINF_050006400	LR812938.1	45055	46380	+	1326	1842	179	5165	2097	300	528	207	1017	1920
gene-LINF_050006500	LR812938.1	47453	48994	+	1542	675	15	2987	1035	21	55	112	433	1241
gene-LINF_050006600	LR812938.1	49521	51800	+	2280	1629	21	4701	1559	81	77	240	1006	2040
gene-LINF_050006700	LR812938.1	53230	54663	+	1434	1156	106	3103	1007	190	366	151	678	1210
gene-LINF_050006800	LR812938.1	56212	57297	+	1086	1573	175	5461	1829	273	405	231	935	2575
gene-LINF_050006900	LR812938.1	58181	60541	+	2361	2871	485	7649	1855	833	1482	487	1704	3125
gene-LINF_050007000	LR812938.1	61299	65786	+	4488	2504	120	6550	2245	192	197	342	1670	2101
gene-LINF_050007100	LR812938.1	67363	69378	+	2016	2318	103	4215	1642	160	198	262	1507	1446
gene-LINF_050007200	LR812938.1	74004	75905	+	1902	1666	266	5100	2293	323	508	226	1235	1875
gene-LINF_050007400	LR812938.1	84329	84622	+	294	488	28	2117	1050	33	114	84	308	805
gene-LINF_050007500	LR812938.1	85312	86472	+	1161	1479	200	6424	3016	179	488	219	833	2221
gene-LINF_050007600	LR812938.1	87457	88416	+	960	1482	238	5213	1756	334	469	232	913	2092
gene-LINF_050007700	LR812938.1	89017	89691	+	675	3946	233	7425	3460	553	517	646	3597	3415
gene-LINF_050007800	LR812938.1	91483	92004	+	522	949	29	4079	2004	31	60	130	647	1098
gene-LINF_050007900	LR812938.1	93542	94999	+	1458	1823	31	7091	3288	47	78	263	1018	2682
gene-LINF_050008000	LR812938.1	95835	97880	+	2046	1449	83	5674	2426	105	180	218	951	2101
gene-LINF_050008100	LR812938.1	98587	99129	+	543	569	33	2073	730	34	37	81	349	667
gene-LINF_050008300	LR812938.1	100522	103515	+	2994	1936	281	6192	2366	390	846	281	1157	2140
gene-LINF_050008400	LR812938.1	104314	105429	+	1116	1251	170	4032	1549	149	267	181	653	1207
gene-LINF_050008500	LR812938.1	106886	108361	+	1476	13132	560	34984	14620	1271	1448	1871	7327	11813
gene-LINF_050008600	LR812938.1	109316	111193	+	1878	1606	272	3746	1575	336	690	206	917	1217
gene-LINF_050008700	LR812938.1	112005	112991	+	987	892	68	3607	1933	114	259	123	638	1400
gene-LINF_050008800	LR812938.1	114679	119877	+	5199	33514	179	75312	21125	287	469	3350	15043	15313
gene-LINF_050008900	LR812938.1	126235	128604	+	2370	5328	699	7663	2212	1235	1923	642	2773	2121
gene-LINF_050009000	LR812938.1	130656	134288	+	3633	2973	678	9264	2758	1478	2306	496	1666	3683
gene-LINF_050009100	LR812938.1	135308	138070	+	2763	1659	221	4065	1403	359	699	297	1156	1308
gene-LINF_050009200	LR812938.1	139037	139372	+	336	440	46	1571	735	57	72	70	251	516
gene-LINF_050009300	LR812938.1	142084	144111	+	2028	891	176	3727	1324	317	444	166	567	1045
gene-LINF_050009400	LR812938.1	144658	147219	+	2562	727	36	2814	994	56	86	150	468	913
gene-LINF_050009500	LR812938.1	148497	149087	+	591	9906	562	29192	8635	910	1475	2040	6247	12598
gene-LINF_050009600	LR812938.1	149954	151837	+	1884	1897	576	4377	859	1512	1709	260	887	980
gene-LINF_050009700	LR812938.1	153344	154072	+	729	809	84	2345	925	264	284	123	467	824
gene-LINF_050009800	LR812938.1	155084	156808	+	1725	1708	282	3597	1017	858	626	248	922	1358
gene-LINF_050009900	LR812938.1	160374	160877	+	504	1309	76	4271	1202	114	256	174	723	1452
gene-LINF_050010000	LR812938.1	162671	164395	+	1725	7996	2913	14235	4755	6504	6374	1636	5273	9759
gene-LINF_050010100	LR812938.1	165792	167516	+	1725	8211	2956	14244	4522	6500	6528	1641	5116	9519
gene-LINF_050010200	LR812938.1	168910	170634	+	1725	8206	2851	14677	4749	6750	6468	1703	5181	9937
gene-LINF_050010300	LR812938.1	173240	174262	+	1023	863	73	2746	1097	194	273	108	494	822
gene-LINF_050010400	LR812938.1	175068	181361	+	6294	3320	48	11471	3654	133	113	465	1750	3694
gene-LINF_050010500	LR812938.1	181916	182323	+	408	569	106	2118	746	201	180	93	317	686
gene-LINF_050010600	LR812938.1	183738	184685	+	948	909	55	2776	938	140	181	163	589	1228
gene-LINF_050010700	LR812938.1	186026	187285	+	1260	736	25	2794	858	37	62	96	435	955
gene-LINF_050010800	LR812938.1	189915	191147	+	1233	1559	367	5214	1597	765	1071	169	795	1583
gene-LINF_050010900	LR812938.1	192271	194610	+	2340	2447	188	10229	3916	356	412	418	1724	4474
gene-LINF_050011000	LR812938.1	197132	200152	+	3021	1672	199	6059	1973	335	376	259	928	2305
gene-LINF_050011100	LR812938.1	200818	203538	+	2721	1595	407	4500	1604	855	974	245	880	1524
gene-LINF_050011200	LR812938.1	204292	207234	+	2943	1784	271	3941	1330	571	793	203	1075	1196
gene-LINF_050011300	LR812938.1	208231	210909	+	2679	1688	16	5369	2153	28	32	294	1331	2328
gene-LINF_050011400	LR812938.1	211835	215512	+	3678	3664	382	11611	3678	650	1130	576	2402	4745
gene-LINF_050011500	LR812938.1	216408	222152	+	5745	4553	304	11520	4993	505	1047	498	2579	3936
gene-LINF_050011600	LR812938.1	223722	226325	+	2604	1847	10	5483	2515	12	30	203	1150	1999
gene-LINF_050011700	LR812938.1	228919	229890	+	972	664	147	2472	1140	203	386	106	496	1110
gene-LINF_050011800	LR812938.1	231039	238550	+	7512	5039	90	11881	4752	178	256	647	3364	3840
gene-LINF_050011900	LR812938.1	240558	241598	+	1041	635	242	2424	920	347	414	121	454	1054
gene-LINF_050012000	LR812938.1	242622	250919	+	8298	3655	418	13613	4479	933	1316	619	2441	4933
gene-LINF_050012200	LR812938.1	253529	258706	+	5178	2790	160	7245	2431	215	527	409	1924	2518
gene-LINF_050012300	LR812938.1	261661	265863	+	4203	13069	438	22771	7043	795	1378	1620	8258	6125
gene-LINF_050012400	LR812938.1	267817	272148	+	4332	5088	178	10305	3191	327	606	672	3041	3348
gene-LINF_050012500	LR812938.1	273838	276063	+	2226	2394	9	5868	2582	14	27	246	1385	1489
gene-LINF_050012600	LR812938.1	277952	279046	+	1095	1931	229	5619	2239	448	759	296	1146	1558
gene-LINF_050012700	LR812938.1	280251	282725	+	2475	3498	952	9048	2478	1918	2832	540	1936	3115
gene-LINF_050012800	LR812938.1	284531	288388	+	3858	11606	185	18073	6839	319	688	1614	7190	5055
gene-LINF_050012900	LR812938.1	290216	294346	+	4131	3333	121	7269	2497	167	322	532	1999	2716
gene-LINF_050013000	LR812938.1	295625	296068	+	444	2795	1481	5379	1876	2503	3795	487	1563	2319
gene-LINF_050013100	LR812938.1	298257	299429	+	1173	2112	193	6086	2038	408	565	336	1137	1925
gene-LINF_050013200	LR812938.1	300033	301364	+	1332	2453	376	4711	1519	685	931	358	1253	1234
gene-LINF_050013300	LR812938.1	302170	302661	+	492	951	143	3460	1493	223	379	159	590	892
gene-LINF_050013400	LR812938.1	303651	306476	+	2826	2521	295	5719	1459	541	1060	355	1125	1818
gene-LINF_050013500	LR812938.1	307552	308472	+	921	4167	454	12179	3523	745	1779	753	2188	6164
gene-LINF_050013600	LR812938.1	311450	315715	+	4266	4632	29	9094	2905	61	100	501	2439	2867
gene-LINF_050013700	LR812938.1	317061	319061	+	2001	2608	180	6998	2386	337	558	332	1220	1739
gene-LINF_050013800	LR812938.1	320154	320621	+	468	584	144	1532	644	278	360	103	383	642
gene-LINF_050013900	LR812938.1	321415	327237	+	5823	2880	109	8540	2776	257	452	423	1927	2696
gene-LINF_050014000	LR812938.1	328190	328807	+	618	1691	142	6104	2380	198	470	212	894	1502
gene-LINF_050014100	LR812938.1	330014	335965	+	5952	6434	1358	14321	4320	3022	4129	1040	3535	5535
gene-LINF_050014200	LR812938.1	337129	337989	+	861	7614	19	11649	5813	14	44	700	4024	1832
gene-LINF_050014300	LR812938.1	339792	343100	+	3309	2477	126	6843	2364	285	298	297	1472	1995
gene-LINF_050014400	LR812938.1	343601	346867	+	3267	3513	277	10512	4507	456	943	481	1938	3098
gene-LINF_050014500	LR812938.1	348711	350108	+	1398	1975	121	4067	1668	206	446	219	1142	991
gene-LINF_050014600	LR812938.1	351102	355055	+	3954	4790	138	10923	3830	260	485	607	2262	2924
gene-LINF_050014700	LR812938.1	357107	359830	+	2724	5639	193	19446	6169	440	590	809	3047	6328
gene-LINF_050014800	LR812938.1	361111	363150	+	2040	5899	581	18758	5434	1093	2016	848	2900	7528
gene-LINF_050014900	LR812938.1	365349	365420	+	72	1	0	0	1	0	0	0	0	3
gene-LINF_050015000	LR812938.1	365481	365587	+	107	0	0	2	0	0	0	0	0	1
gene-LINF_050015100	LR812938.1	372567	373679	-	1113	264	97	3714	1217	232	218	59	141	1505
gene-LINF_050015200	LR812938.1	375084	376529	-	1446	1685	252	7077	2738	615	759	211	797	2209
gene-LINF_050015300	LR812938.1	377226	377495	-	270	344	136	940	298	347	328	61	173	377
gene-LINF_050015400	LR812938.1	379294	379605	-	312	700	155	1928	633	337	292	93	404	606
gene-LINF_050015500	LR812938.1	380475	382319	-	1845	998	135	4068	1119	484	543	143	462	1246
gene-LINF_050015600	LR812938.1	383270	386029	-	2760	2525	373	9393	3711	879	1160	355	1249	2611
gene-LINF_050015700	LR812938.1	386548	386985	-	438	1360	367	4612	1696	753	863	231	682	1549
gene-LINF_050015800	LR812938.1	387480	388553	-	1074	2044	620	6544	1915	1270	1209	441	1267	3252
gene-LINF_050015850	LR812938.1	390005	391336	+	1332	1353	154	4633	1468	322	460	248	664	1359
gene-LINF_050015900	LR812938.1	392277	393713	+	1437	2309	586	7226	2464	1381	1460	433	1350	2466
gene-LINF_050016000	LR812938.1	394509	396062	+	1554	1627	230	8707	2563	522	626	293	753	2758
gene-LINF_050016100	LR812938.1	397415	399595	+	2181	2985	463	9531	4221	835	1611	358	1188	2952
gene-LINF_050016200	LR812938.1	402164	403888	+	1725	1039	244	4373	1347	697	618	196	629	1488
gene-LINF_050016300	LR812938.1	406190	406927	+	738	1471	205	6946	3005	296	472	205	725	2133
gene-LINF_050016400	LR812938.1	410856	414587	+	3732	13180	1000	31517	12916	1092	2763	2303	11704	12241
gene-LINF_050016500	LR812938.1	417756	418094	+	339	153	2	498	378	10	3	14	76	185
gene-LINF_050016700	LR812938.1	423521	424594	-	1074	1283	293	4155	1597	568	726	188	713	1523
gene-LINF_050016800	LR812938.1	425335	428085	-	2751	1314	48	3716	1203	156	233	137	650	1057
gene-LINF_050016900	LR812938.1	429088	429582	-	495	833	0	2330	828	0	0	114	409	865
gene-LINF_050017000	LR812938.1	430468	431217	-	750	1403	134	5074	1632	351	384	261	907	2219
gene-LINF_050017100	LR812938.1	431793	433169	-	1377	1970	332	4863	1597	632	808	254	867	1286
