Geneid	Chr	Start	End	Strand	Length	../hyb2/mark_duplicates/hyb2.sorted.markdup.bam	../tar3/mark_duplicates/tar3.sorted.markdup.bam	../hyb1/mark_duplicates/hyb1.sorted.markdup.bam	../tar2/mark_duplicates/tar2.sorted.markdup.bam	../hyb3/mark_duplicates/hyb3.sorted.markdup.bam	../tar1/mark_duplicates/tar1.sorted.markdup.bam
gene-LtaPh_0402900	BLBS01000004.1	93493	95403	+	1911	1875	2909	2739	1573	279	4745
gene-LtaPh_0403000	BLBS01000004.1	96794	97312	+	519	498	928	682	673	80	1799
gene-LtaPh_0403100	BLBS01000004.1	98175	100658	+	2484	874	2105	1255	1202	163	3413
gene-LtaPh_0403200	BLBS01000004.1	100947	101819	+	873	698	1628	1063	959	150	2592
gene-LtaPh_0403301	BLBS01000004.1	101085	101924	-	840	0	0	1	1	0	6
gene-LtaPh_0403400	BLBS01000004.1	107213	109237	+	2025	1010	1525	1576	592	137	1793
gene-LtaPh_0403500	BLBS01000004.1	110467	111039	+	573	339	1623	698	890	95	2432
gene-LtaPh_0403600	BLBS01000004.1	112052	113113	+	1062	249	937	472	521	82	1338
gene-LtaPh_0403700	BLBS01000004.1	121391	122119	-	729	905	808	1612	537	188	2324
gene-LtaPh_0403800	BLBS01000004.1	125226	126254	-	1029	911	2365	1722	1077	248	2879
gene-LtaPh_0403900	BLBS01000004.1	127569	130712	-	3144	1579	4183	2874	2390	333	7707
gene-LtaPh_0404000	BLBS01000004.1	132323	133408	-	1086	1503	4626	2724	2261	389	6826
gene-LtaPh_0404100	BLBS01000004.1	134870	135442	-	573	193	498	378	362	42	1069
gene-LtaPh_0404200	BLBS01000004.1	138579	142568	-	3990	2008	5221	3571	2674	442	8635
gene-LtaPh_0404300	BLBS01000004.1	146516	149335	-	2820	2601	3769	4679	1647	427	5691
gene-LtaPh_0404351	BLBS01000004.1	148307	148897	+	591	1	2	3	0	2	4
gene-LtaPh_0404400	BLBS01000004.1	153025	154464	-	1440	1196	3773	2454	1944	304	5891
gene-LtaPh_0404500	BLBS01000004.1	155033	157756	-	2724	845	2207	1220	1227	236	3152
gene-LtaPh_0404601	BLBS01000004.1	158816	159478	+	663	6	39	33	24	1	70
gene-LtaPh_0404700	BLBS01000004.1	160434	161006	-	573	597	1848	889	830	147	2086
gene-LtaPh_0404800	BLBS01000004.1	162783	163742	-	960	817	3017	1834	1701	213	5346
gene-LtaPh_0404900	BLBS01000004.1	168352	173706	-	5355	1656	6187	2909	2625	390	8354
gene-LtaPh_0405000	BLBS01000004.1	177397	181935	-	4539	3944	13753	6099	5012	773	14307
gene-LtaPh_0405100	BLBS01000004.1	183328	186549	-	3222	979	3078	1909	1633	241	5329
gene-LtaPh_0405200	BLBS01000004.1	187442	188791	-	1350	479	1145	944	661	108	2157
gene-LtaPh_0405300	BLBS01000004.1	191096	192601	-	1506	326	725	661	418	68	1220
gene-LtaPh_0405400	BLBS01000004.1	193825	198753	-	4929	1594	4396	3044	2286	366	7144
gene-LtaPh_0405500	BLBS01000004.1	202611	203648	-	1038	603	1496	1081	1113	117	2733
gene-LtaPh_0405600	BLBS01000004.1	204069	208652	-	4584	1026	3647	1677	1722	235	5440
gene-LtaPh_0405700	BLBS01000004.1	210566	211465	-	900	1065	5812	1755	1992	438	4140
gene-LtaPh_0405800	BLBS01000004.1	212076	212879	-	804	421	1363	791	820	119	2219
gene-LtaPh_0405900	BLBS01000004.1	213650	222445	-	8796	2511	6266	4778	2398	453	7471
gene-LtaPh_0406000	BLBS01000004.1	224163	224663	-	501	653	1580	1137	1130	192	2632
gene-LtaPh_0406100	BLBS01000004.1	225490	229146	-	3657	749	2643	1499	1512	195	5050
gene-LtaPh_0406200	BLBS01000004.1	232455	233396	-	942	1230	1868	2139	1199	245	4447
gene-LtaPh_0406300	BLBS01000004.1	234078	234680	-	603	2336	5496	4283	4855	685	12244
gene-LtaPh_0406400	BLBS01000004.1	236233	237228	-	996	448	822	705	581	94	1780
gene-LtaPh_0406500	BLBS01000004.1	238343	241960	-	3618	1037	3239	1687	1618	276	5216
gene-LtaPh_0406561	BLBS01000004.1	242822	243256	-	435	570	1627	1015	1089	178	3106
gene-LtaPh_0406621	BLBS01000004.1	244746	245207	-	462	1021	2829	1843	1873	308	5288
gene-LtaPh_0406700	BLBS01000004.1	246204	246650	-	447	976	2997	1734	2045	253	5888
gene-LtaPh_0406800	BLBS01000004.1	248771	251044	-	2274	1543	2713	3046	1866	351	6081
gene-LtaPh_0406900	BLBS01000004.1	252171	255242	-	3072	515	1596	895	885	126	3071
gene-LtaPh_0407000	BLBS01000004.1	256218	258551	-	2334	568	2136	1085	1110	153	3491
gene-LtaPh_0407100	BLBS01000004.1	260694	262751	-	2058	776	1785	1549	778	159	2777
gene-LtaPh_0407200	BLBS01000004.1	263698	266037	-	2340	875	2561	1637	1473	212	4194
gene-LtaPh_0407300	BLBS01000004.1	266250	268712	-	2463	754	2002	1358	998	158	3844
gene-LtaPh_0407401	BLBS01000004.1	269430	270071	-	642	6639	23559	10441	15864	2196	31846
gene-LtaPh_3220500	BLBS01000004.1	273156	273677	-	522	3360	11883	5751	7512	1250	14635
gene-LtaPh_0407500	BLBS01000004.1	274442	276145	-	1704	1114	2913	2169	1900	385	5127
gene-LtaPh_0407600	BLBS01000004.1	277122	280568	-	3447	1580	4583	2815	2321	415	8195
gene-LtaPh_0407700	BLBS01000004.1	282168	283088	-	921	457	988	966	667	109	1997
gene-LtaPh_0407800	BLBS01000004.1	283948	286212	-	2265	1582	5428	3427	3350	369	10355
gene-LtaPh_0407900	BLBS01000004.1	286741	288282	-	1542	594	2101	1131	1029	178	2718
gene-LtaPh_0408000	BLBS01000004.1	288917	292951	-	4035	2753	4903	5346	3183	563	12587
gene-LtaPh_0408100	BLBS01000004.1	294138	296810	-	2673	988	2857	1527	1576	250	4650
gene-LtaPh_0408200	BLBS01000004.1	298217	299638	-	1422	1182	4185	2218	1707	423	4321
gene-LtaPh_0408300	BLBS01000004.1	300027	300902	-	876	370	895	712	715	129	1613
gene-LtaPh_0408400	BLBS01000004.1	304457	307828	-	3372	1522	3909	2417	1893	304	5554
gene-LtaPh_0408500	BLBS01000004.1	309753	310304	-	552	1089	1593	1905	731	263	2612
gene-LtaPh_0408600	BLBS01000004.1	311946	315344	-	3399	1895	6399	2959	3867	467	10708
gene-LtaPh_0408700	BLBS01000004.1	318736	320475	-	1740	962	1614	1651	1119	175	3563
gene-LtaPh_0408800	BLBS01000004.1	322644	323510	-	867	512	879	709	647	146	1997
gene-LtaPh_0408900	BLBS01000004.1	324751	326550	-	1800	768	1753	1213	1077	117	2827
gene-LtaPh_0409000	BLBS01000004.1	328988	329434	-	447	807	1481	1286	1185	197	3497
gene-LtaPh_0409100	BLBS01000004.1	331022	332503	-	1482	954	2162	1560	1291	237	3451
gene-LtaPh_3504300	BLBS01000004.1	333796	334695	+	900	8	55	18	33	6	59
gene-LtaPh_0409151	BLBS01000004.1	333967	334608	-	642	6620	23846	9956	15589	2199	32157
gene-LtaPh_0409200	BLBS01000004.1	335540	336175	-	636	819	1834	1293	1599	235	3230
gene-LtaPh_0409300	BLBS01000004.1	337104	338642	-	1539	545	1360	809	1036	120	2704
gene-LtaPh_0409400	BLBS01000004.1	339744	341156	-	1413	510	1151	710	832	96	2283
gene-LtaPh_0409500	BLBS01000004.1	341345	345073	-	3729	947	2768	1439	1850	220	4565
gene-LtaPh_0409700	BLBS01000004.1	347646	351113	-	3468	1333	2597	1924	1878	218	5453
gene-LtaPh_0409800	BLBS01000004.1	352538	353671	-	1134	391	870	629	852	104	1571
gene-LtaPh_0409900	BLBS01000004.1	354617	355129	-	513	2275	1854	3373	2465	682	8500
gene-LtaPh_0410000	BLBS01000004.1	357347	358387	-	1041	1057	1738	1451	763	249	1866
gene-LtaPh_0410100	BLBS01000004.1	360300	361367	-	1068	1223	1570	1831	858	203	2234
gene-LtaPh_0410200	BLBS01000004.1	362544	363956	-	1413	442	891	682	647	88	1424
gene-LtaPh_0410300	BLBS01000004.1	364473	364895	-	423	261	727	427	508	69	1060
gene-LtaPh_0410351	BLBS01000004.1	364537	365133	+	597	0	1	1	1	0	0
gene-LtaPh_0410400	BLBS01000004.1	365692	368355	-	2664	982	2786	1542	1510	229	3908
gene-LtaPh_0410500	BLBS01000004.1	369233	373573	-	4341	1014	3114	1378	1628	256	4537
gene-LtaPh_0410600	BLBS01000004.1	375128	375454	-	327	214	509	269	283	49	716
gene-LtaPh_0410700	BLBS01000004.1	376086	378959	-	2874	992	2778	1506	1685	255	3972
gene-LtaPh_0410800	BLBS01000004.1	380914	383085	-	2172	976	2135	1452	1242	214	3715
gene-LtaPh_0410900	BLBS01000004.1	383890	384825	-	936	492	1337	806	921	134	1849
gene-LtaPh_0411000	BLBS01000004.1	385668	386567	-	900	557	1038	818	608	100	1782
gene-LtaPh_0411200	BLBS01000004.1	389992	391047	-	1056	1781	5239	2909	2615	485	7230
gene-LtaPh_0411300	BLBS01000004.1	392032	393093	-	1062	919	2116	1463	1037	200	2655
gene-LtaPh_0411400	BLBS01000004.1	403083	404039	-	957	348	1211	464	554	69	1311
gene-LtaPh_0411500	BLBS01000004.1	406930	414399	-	7470	1216	5689	2196	1829	320	5535
gene-LtaPh_0411600	BLBS01000004.1	416388	417248	-	861	495	1849	958	920	152	2506
gene-LtaPh_0411700	BLBS01000004.1	418046	418810	-	765	198	614	456	375	49	1149
gene-LtaPh_0411800	BLBS01000004.1	419577	419837	-	261	289	900	662	511	102	1581
gene-LtaPh_0411900	BLBS01000004.1	423260	424366	-	1107	330	488	1036	188	69	680
gene-LtaPh_0412000	BLBS01000004.1	425303	428485	-	3183	1169	3882	2404	1688	342	5198
gene-LtaPh_0412100	BLBS01000004.1	429670	430797	-	1128	5770	8652	11501	5642	1515	14761
gene-LtaPh_0500051	BLBS01000005.1	7950	8360	-	411	749	284	1603	88	114	386
gene-LtaPh_3000200	BLBS01000005.1	13204	13614	-	411	764	289	1682	101	143	393
gene-LtaPh_0500200	BLBS01000005.1	18892	21639	+	2748	622	2477	908	1287	157	3559
gene-LtaPh_0500300	BLBS01000005.1	22151	22570	+	420	321	2005	669	1192	86	2993
gene-LtaPh_0500400	BLBS01000005.1	23105	23692	+	588	1620	3740	2923	3434	390	8780
gene-LtaPh_0500500	BLBS01000005.1	24827	26572	+	1746	768	2271	1722	1841	152	7134
gene-LtaPh_0500600	BLBS01000005.1	27789	30293	+	2505	318	2698	701	927	121	3793
gene-LtaPh_0500700	BLBS01000005.1	31594	34095	+	2502	475	3042	972	1303	127	4213
gene-LtaPh_0500800	BLBS01000005.1	36138	36413	+	276	301	975	682	781	85	2335
gene-LtaPh_0500900	BLBS01000005.1	37404	38012	+	609	181	1101	433	694	64	1514
gene-LtaPh_0501000	BLBS01000005.1	39283	39822	+	540	94	561	214	310	25	1036
gene-LtaPh_0501100	BLBS01000005.1	41686	43599	+	1914	578	2535	1061	1371	121	3784
gene-LtaPh_0501201	BLBS01000005.1	47434	47805	+	372	186	1183	377	572	68	1575
gene-LtaPh_0501300	BLBS01000005.1	48870	49886	+	1017	302	2137	554	1024	84	2522
gene-LtaPh_0501400	BLBS01000005.1	51407	52705	+	1299	309	1072	587	702	50	1974
gene-LtaPh_0501500	BLBS01000005.1	55734	57788	+	2055	511	4800	1077	2286	172	6199
gene-LtaPh_0501600	BLBS01000005.1	59544	60872	+	1329	408	1224	698	725	65	2426
gene-LtaPh_0501700	BLBS01000005.1	61929	63497	+	1569	147	1065	248	385	30	1237
gene-LtaPh_0501800	BLBS01000005.1	64049	66304	+	2256	277	1591	421	645	75	2323
gene-LtaPh_0501900	BLBS01000005.1	67726	69165	+	1440	271	1118	406	733	49	2169
gene-LtaPh_0502000	BLBS01000005.1	70398	71729	+	1332	446	2025	815	1141	119	3131
gene-LtaPh_0502100	BLBS01000005.1	72539	74905	+	2367	532	3864	1164	2184	117	6526
gene-LtaPh_0502200	BLBS01000005.1	76143	80642	+	4500	600	2789	916	1638	138	4011
gene-LtaPh_0502300	BLBS01000005.1	81559	83538	+	1980	541	2244	750	1541	85	3499
gene-LtaPh_0502400	BLBS01000005.1	88597	90579	+	1983	375	1291	512	1040	65	1979
gene-LtaPh_0502500	BLBS01000005.1	91875	93101	+	1227	204	381	256	299	30	957
gene-LtaPh_0502700	BLBS01000006.1	3882	4334	+	453	170	569	206	505	38	1016
gene-LtaPh_0502800	BLBS01000006.1	5077	6240	+	1164	341	1134	620	1034	70	2973
gene-LtaPh_0502900	BLBS01000006.1	6915	8105	+	1191	380	1487	520	1023	93	2096
gene-LtaPh_0503000	BLBS01000006.1	8723	9397	+	675	718	2327	753	1010	135	2224
gene-LtaPh_0503100	BLBS01000006.1	12955	14472	+	1518	363	1870	625	1151	102	2914
gene-LtaPh_0503200	BLBS01000006.1	15322	17310	+	1989	470	1997	663	1499	106	3069
gene-LtaPh_0503300	BLBS01000006.1	18023	18565	+	543	138	606	205	422	28	1138
gene-LtaPh_0503400	BLBS01000006.1	19410	22871	+	3462	609	2531	831	1721	130	4966
gene-LtaPh_0503500	BLBS01000006.1	23697	24824	+	1128	306	1079	551	1177	70	2231
gene-LtaPh_0503600	BLBS01000006.1	26127	27602	+	1476	1429	6733	2533	3360	389	9102
gene-LtaPh_0503700	BLBS01000006.1	28531	30417	+	1887	350	1852	624	1472	43	3911
gene-LtaPh_0503800	BLBS01000006.1	31303	32295	+	993	337	1062	553	770	69	2407
gene-LtaPh_0504000	BLBS01000006.1	44253	46625	+	2373	1217	4548	2157	2547	289	7795
gene-LtaPh_0504100	BLBS01000006.1	48612	52247	+	3636	662	4646	1051	2002	158	6720
gene-LtaPh_0504200	BLBS01000006.1	53226	55877	+	2652	320	1927	543	1073	91	3135
gene-LtaPh_0504300	BLBS01000006.1	56767	57102	+	336	152	506	227	379	39	1024
gene-LtaPh_0504400	BLBS01000006.1	59778	61817	+	2040	371	1588	567	885	72	2150
gene-LtaPh_0504500	BLBS01000006.1	62237	64939	+	2703	143	1151	232	544	50	1421
gene-LtaPh_0504600	BLBS01000006.1	65855	66445	+	591	2234	5738	3794	3295	586	7181
gene-LtaPh_0504700	BLBS01000006.1	67379	69280	+	1902	963	5951	1990	2168	250	6992
gene-LtaPh_0504800	BLBS01000006.1	70888	71571	+	684	259	1372	468	532	85	1378
gene-LtaPh_0504900	BLBS01000006.1	72569	74290	+	1722	513	3259	981	1018	134	2644
gene-LtaPh_0505000	BLBS01000006.1	78155	78676	+	522	336	888	627	496	68	1659
gene-LtaPh_3308500	BLBS01000006.1	80290	82014	+	1725	1551	6953	2458	3080	488	6563
gene-LtaPh_0505031	BLBS01000006.1	83392	85116	+	1725	1567	7092	2481	3028	497	6627
gene-LtaPh_0505061	BLBS01000006.1	86496	88220	+	1725	1562	7282	2510	3204	538	6991
gene-LtaPh_0505100	BLBS01000006.1	90833	91855	+	1023	144	658	280	292	30	884
gene-LtaPh_0505200	BLBS01000006.1	92689	99045	+	6357	1094	5968	1899	2337	276	7927
gene-LtaPh_0505300	BLBS01000006.1	99661	100065	+	405	177	847	329	470	50	1048
gene-LtaPh_0505400	BLBS01000006.1	101477	102478	+	1002	153	954	297	396	34	1147
gene-LtaPh_0505500	BLBS01000006.1	103579	104829	+	1251	267	1380	470	772	59	1989
gene-LtaPh_0505600	BLBS01000006.1	106861	108090	+	1230	345	1803	736	886	84	2580
gene-LtaPh_0505700	BLBS01000006.1	109256	111607	+	2352	657	3846	927	1721	149	4865
gene-LtaPh_0505800	BLBS01000006.1	114585	117572	+	2988	439	2446	686	1122	111	3018
gene-LtaPh_0505900	BLBS01000006.1	118200	120905	+	2706	437	2729	704	1330	108	3209
gene-LtaPh_0506100	BLBS01000006.1	125707	128388	+	2682	576	2909	720	1362	115	3761
gene-LtaPh_0506200	BLBS01000006.1	129351	133076	+	3726	951	3845	1553	2124	209	6905
gene-LtaPh_0506300	BLBS01000006.1	133866	139565	+	5700	1125	4429	1814	2563	203	8027
gene-LtaPh_0506400	BLBS01000006.1	140911	143568	+	2658	313	1211	524	822	47	2168
gene-LtaPh_0506500	BLBS01000006.1	144804	145775	+	972	290	991	413	737	66	1839
gene-LtaPh_0506600	BLBS01000006.1	147079	153684	+	6606	1863	9198	2594	4154	340	12778
gene-LtaPh_0506700	BLBS01000006.1	155435	156475	+	1041	293	1312	452	1011	65	2398
gene-LtaPh_0506800	BLBS01000006.1	157039	165363	+	8325	1332	7945	1878	3677	277	10364
gene-LtaPh_0506900	BLBS01000006.1	167175	171926	+	4752	864	4519	1364	2343	190	7667
gene-LtaPh_0507000	BLBS01000006.1	174034	178125	+	4092	1645	8778	2694	5282	332	16315
gene-LtaPh_0507400	BLBS01000006.1	180639	184772	+	4134	1069	4506	1761	2451	215	7474
gene-LtaPh_0507500	BLBS01000006.1	186352	188535	+	2184	1236	3640	2011	2036	269	6378
gene-LtaPh_0507600	BLBS01000006.1	190143	191183	+	1041	511	2406	837	1329	122	4027
gene-LtaPh_0507700	BLBS01000006.1	192213	194624	+	2412	627	4705	1280	2566	175	7063
gene-LtaPh_0507800	BLBS01000006.1	195786	199745	+	3960	976	5300	1709	2993	197	8960
gene-LtaPh_0507900	BLBS01000006.1	202034	205366	+	3333	602	2607	1010	1630	147	4742
gene-LtaPh_0507951	BLBS01000006.1	206429	206962	-	534	0	6	1	3	0	4
gene-LtaPh_0508000	BLBS01000006.1	206453	206896	+	444	1019	5692	1857	3356	323	7578
gene-LtaPh_0508100	BLBS01000006.1	208977	210131	+	1155	376	1916	593	1054	84	2684
gene-LtaPh_0508200	BLBS01000006.1	211716	212084	+	369	219	937	458	483	63	1307
gene-LtaPh_0508300	BLBS01000006.1	212786	213277	+	492	219	1034	368	644	65	1805
gene-LtaPh_0508400	BLBS01000006.1	214214	217021	+	2808	410	2887	1088	1798	137	6206
gene-LtaPh_0508500	BLBS01000006.1	217959	218879	+	921	589	2407	1129	1553	214	4961
gene-LtaPh_0508601	BLBS01000006.1	221492	225577	+	4086	1441	5062	2716	2352	275	7983
gene-LtaPh_0508700	BLBS01000006.1	226689	228686	+	1998	996	3412	1669	1773	234	5904
gene-LtaPh_0508800	BLBS01000006.1	229850	230317	+	468	124	638	227	310	36	850
gene-LtaPh_0509101	BLBS01000006.1	231319	236841	+	5523	1021	5202	1868	2794	231	9910
gene-LtaPh_0509400	BLBS01000006.1	237820	238437	+	618	252	1230	514	704	67	2349
gene-LtaPh_0509501	BLBS01000006.1	239790	245600	+	5811	1428	8412	2532	3909	356	12004
gene-LtaPh_0509600	BLBS01000006.1	245623	245727	+	105	65	414	143	153	13	564
gene-LtaPh_0509700	BLBS01000006.1	246353	247603	+	1251	583	610	1051	582	129	1994
gene-LtaPh_0509800	BLBS01000006.1	248991	252149	+	3159	695	3522	1189	1835	156	5098
gene-LtaPh_0509900	BLBS01000006.1	254277	257396	+	3120	1394	4643	2922	2693	325	10379
gene-LtaPh_0510000	BLBS01000006.1	259273	260676	+	1404	522	2159	988	1530	132	5082
gene-LtaPh_0510151	BLBS01000006.1	261700	265545	+	3846	1058	4284	2084	2393	198	8800
gene-LtaPh_0510300	BLBS01000006.1	266747	269470	+	2724	619	3781	1217	1804	192	6389
gene-LtaPh_0510351	BLBS01000006.1	270480	272519	+	2040	1152	4697	2070	2509	299	8190
gene-LtaPh_0510400	BLBS01000006.1	272073	272552	-	480	0	2	0	3	0	4
gene-LtaPh_0510500	BLBS01000006.1	283309	284421	-	1113	8	749	5	343	0	902
gene-LtaPh_0510600	BLBS01000006.1	285547	286992	-	1446	264	1225	480	480	50	1583
gene-LtaPh_0510700	BLBS01000006.1	287858	288130	-	273	87	525	164	219	31	477
gene-LtaPh_0510800	BLBS01000006.1	290187	290555	+	369	0	1	0	1	0	3
gene-LtaPh_0510851	BLBS01000006.1	290198	290509	-	312	238	1029	407	423	46	1108
gene-LtaPh_0510900	BLBS01000006.1	291399	293210	-	1812	292	2301	615	721	98	2452
gene-LtaPh_0511000	BLBS01000006.1	294201	297020	-	2820	678	3048	1414	1307	183	4288
gene-LtaPh_0511100	BLBS01000006.1	297492	297929	-	438	300	1951	715	1036	105	2841
gene-LtaPh_0511200	BLBS01000006.1	298421	299581	-	1161	478	2067	811	1014	165	2044
gene-LtaPh_0511300	BLBS01000006.1	301038	302342	+	1305	174	1007	297	430	43	1489
gene-LtaPh_0511400	BLBS01000006.1	303414	304850	+	1437	619	2447	1162	1009	199	2508
gene-LtaPh_0511500	BLBS01000006.1	305383	307245	+	1863	548	2341	1281	1072	141	3532
gene-LtaPh_0511600	BLBS01000006.1	308591	310765	+	2175	636	2942	1699	1476	181	5535
gene-LtaPh_0511700	BLBS01000006.1	313440	315161	+	1722	315	2170	551	664	78	1905
gene-LtaPh_0511800	BLBS01000006.1	317527	318264	+	738	298	1142	517	719	80	1819
gene-LtaPh_0511900	BLBS01000006.1	321955	325704	+	3750	1873	5388	2295	4647	404	13778
gene-LtaPh_0512000	BLBS01000006.1	328616	329158	+	543	29	87	62	35	1	101
gene-LtaPh_0512051	BLBS01000006.1	328633	329211	+	579	37	106	70	42	3	120
gene-LtaPh_0512100	BLBS01000006.1	331846	333519	-	1674	105	1160	224	422	34	1169
gene-LtaPh_0512200	BLBS01000006.1	334178	335251	-	1074	212	1059	418	623	55	1485
gene-LtaPh_0512300	BLBS01000006.1	335880	338675	-	2796	288	1784	548	657	72	2391
gene-LtaPh_0512400	BLBS01000006.1	339321	339815	-	495	82	615	204	232	19	631
gene-LtaPh_0512500	BLBS01000006.1	340652	341401	-	750	310	2091	523	915	90	2592
gene-LtaPh_0512600	BLBS01000006.1	341975	343522	-	1548	385	1745	874	770	125	2168
gene-LtaPh_0512651	BLBS01000006.1	342218	343441	+	1224	2	3	2	8	0	9
gene-LtaPh_0512700	BLBS01000006.1	345110	351100	-	5991	792	5405	1692	1709	243	6597
gene-LtaPh_0512800	BLBS01000006.1	351279	351689	-	411	235	1336	456	617	97	1843
gene-LtaPh_0512900	BLBS01000006.1	352715	353902	-	1188	445	2127	815	946	162	3121
gene-LtaPh_0513000	BLBS01000006.1	356383	357234	+	852	516	795	826	270	93	898
gene-LtaPh_0513200	BLBS01000006.1	380260	382287	+	2028	127	429	241	158	29	437
gene-LtaPh_0600051	BLBS01000007.1	1421	1786	+	366	17	24	49	19	4	37
gene-LtaPh_0600100	BLBS01000007.1	3839	5446	-	1608	788	995	1234	757	92	2225
gene-LtaPh_0600200	BLBS01000007.1	11092	13122	-	2031	1441	3647	2129	2607	284	7356
gene-LtaPh_0600300	BLBS01000007.1	14045	15193	-	1149	812	1458	1398	1379	152	2935
gene-LtaPh_0600400	BLBS01000007.1	20574	22019	-	1446	1121	2081	1683	1095	211	3181
gene-LtaPh_0600500	BLBS01000007.1	26099	27061	-	963	575	851	862	723	94	2171
gene-LtaPh_0600600	BLBS01000007.1	28665	30050	-	1386	771	997	1214	763	153	1664
gene-LtaPh_0600631	BLBS01000007.1	33774	36020	-	2247	860	1675	1297	989	150	2198
gene-LtaPh_0600661	BLBS01000007.1	39207	41174	-	1968	1147	2607	1858	1518	212	3142
gene-LtaPh_0600700	BLBS01000007.1	42501	43421	-	921	536	976	851	637	98	1696
gene-LtaPh_0600800	BLBS01000007.1	45023	47245	-	2223	1158	2878	1811	1925	254	4619
gene-LtaPh_0600851	BLBS01000007.1	47889	48773	+	885	4	4	9	1	0	8
gene-LtaPh_0600900	BLBS01000007.1	48177	48830	-	654	4612	5980	6710	3251	1100	8368
gene-LtaPh_0601000	BLBS01000007.1	49695	50267	-	573	436	823	819	582	78	1617
gene-LtaPh_0601100	BLBS01000007.1	51920	52939	-	1020	2015	2997	3274	2282	449	5641
gene-LtaPh_0601200	BLBS01000007.1	53461	53988	-	528	336	662	466	672	72	1222
gene-LtaPh_0601300	BLBS01000007.1	54347	55714	-	1368	684	1697	988	1051	143	2781
gene-LtaPh_0601400	BLBS01000007.1	57075	57500	-	426	310	792	670	747	83	1686
gene-LtaPh_0601500	BLBS01000007.1	58001	60190	-	2190	964	2426	1376	1248	211	3273
gene-LtaPh_0601600	BLBS01000007.1	61617	63785	-	2169	529	1142	842	762	112	1844
gene-LtaPh_0601700	BLBS01000007.1	65230	66711	-	1482	507	1219	701	749	111	2171
gene-LtaPh_0601800	BLBS01000007.1	69306	71312	-	2007	500	1864	794	764	124	2298
gene-LtaPh_0601900	BLBS01000007.1	72236	73267	-	1032	694	1151	1252	694	134	1967
gene-LtaPh_0602000	BLBS01000007.1	73816	74457	-	642	416	939	721	541	101	1525
gene-LtaPh_0602100	BLBS01000007.1	75684	78629	-	2946	864	2267	1577	1118	228	3369
gene-LtaPh_0602200	BLBS01000007.1	79901	80740	-	840	1015	992	1920	586	175	2195
gene-LtaPh_0602300	BLBS01000007.1	82606	87144	-	4539	2239	5497	3861	3106	475	9162
gene-LtaPh_0602400	BLBS01000007.1	88670	89608	-	939	666	968	1271	616	149	2184
gene-LtaPh_0602500	BLBS01000007.1	90271	92865	-	2595	373	1304	678	555	104	1545
gene-LtaPh_0602551	BLBS01000007.1	94847	95725	+	879	1	4	7	1	1	6
gene-LtaPh_0602600	BLBS01000007.1	95048	96220	-	1173	1138	2564	2254	1369	281	3931
gene-LtaPh_0602700	BLBS01000007.1	98245	98919	-	675	340	644	612	416	104	913
gene-LtaPh_0602800	BLBS01000007.1	101963	102628	-	666	426	1068	938	613	97	2218
gene-LtaPh_0602900	BLBS01000007.1	104835	107852	-	3018	910	3262	1735	1371	216	4473
gene-LtaPh_0603000	BLBS01000007.1	109190	112741	-	3552	626	2314	1149	735	157	2543
gene-LtaPh_0603100	BLBS01000007.1	113485	116202	-	2718	903	3200	1793	1079	279	3219
gene-LtaPh_0603200	BLBS01000007.1	116951	118174	-	1224	936	2296	1863	1417	323	2876
gene-LtaPh_0603300	BLBS01000007.1	118749	120104	-	1356	849	1191	1326	701	201	1637
gene-LtaPh_0603400	BLBS01000007.1	127147	128286	+	1140	5990	8297	9994	5606	1431	12505
gene-LtaPh_0603500	BLBS01000007.1	129043	130290	+	1248	874	2700	1323	1049	230	2670
gene-LtaPh_0603600	BLBS01000007.1	131268	133988	+	2721	1362	4813	2649	1589	378	5001
gene-LtaPh_0603700	BLBS01000007.1	134421	134855	+	435	140	389	327	137	34	584
gene-LtaPh_0603800	BLBS01000007.1	140335	140898	+	564	397	1191	791	528	110	1539
gene-LtaPh_0603900	BLBS01000007.1	144444	146162	+	1719	562	1536	1104	577	125	2111
gene-LtaPh_0604000	BLBS01000007.1	147766	149838	+	2073	508	1605	882	700	127	2112
gene-LtaPh_0604100	BLBS01000007.1	151146	154115	+	2970	1076	2152	2349	1254	218	4958
gene-LtaPh_0604200	BLBS01000007.1	155880	157016	+	1137	384	732	822	298	89	956
gene-LtaPh_0604300	BLBS01000007.1	159594	163391	+	3798	1533	3571	2832	1601	287	4744
gene-LtaPh_0604400	BLBS01000007.1	164570	168022	+	3453	930	3413	1608	1465	270	4468
gene-LtaPh_0604500	BLBS01000007.1	168799	169797	+	999	674	2126	1049	1248	174	2561
gene-LtaPh_0604600	BLBS01000007.1	170644	172443	+	1800	1126	3025	1723	1412	246	3050
gene-LtaPh_0604700	BLBS01000007.1	173764	175377	+	1614	438	1283	716	656	107	1491
gene-LtaPh_0604800	BLBS01000007.1	176227	178179	+	1953	512	1694	823	904	105	2428
