Geneid	Chr	Start	End	Strand	Length	hyb3/mark_duplicates/hyb3.sorted.markdup.bam	tar1/mark_duplicates/tar1.sorted.markdup.bam	inf3/mark_duplicates/inf3.sorted.markdup.bam	hyb2/mark_duplicates/hyb2.sorted.markdup.bam	tar2/mark_duplicates/tar2.sorted.markdup.bam	tar3/mark_duplicates/tar3.sorted.markdup.bam	hyb1/mark_duplicates/hyb1.sorted.markdup.bam	inf1/mark_duplicates/inf1.sorted.markdup.bam	inf2/mark_duplicates/inf2.sorted.markdup.bam
gene-LtaPh_0309200	BLBS01000003.1	365042	366019	-	978	127	3200	0	492	931	1864	1169	1	0
gene-LtaPh_0309300	BLBS01000003.1	366745	367986	-	1242	536	12258	40	1891	4412	7350	3352	80	29
gene-LtaPh_0309351	BLBS01000003.1	366811	367842	+	1032	1	7	0	5	4	4	3	0	0
gene-LtaPh_0400100	BLBS01000004.1	3306	6557	+	3252	454	4251	0	1388	1654	5468	2402	2	0
gene-LtaPh_0400200	BLBS01000004.1	9079	9366	+	288	30	310	0	103	103	235	174	0	0
gene-LtaPh_0400300	BLBS01000004.1	10906	13704	+	2799	178	3552	0	831	1230	2230	1702	0	0
gene-LtaPh_0400400	BLBS01000004.1	15493	16812	+	1320	170	3302	1	777	1017	1809	1044	1	0
gene-LtaPh_0400500	BLBS01000004.1	20762	21496	+	735	101	902	0	362	785	683	520	1	0
gene-LtaPh_0400600	BLBS01000004.1	22641	24041	+	1401	221	4492	0	1033	1441	2287	1622	3	0
gene-LtaPh_0400700	BLBS01000004.1	26359	27144	+	786	144	1739	0	461	588	1270	680	3	0
gene-LtaPh_0400800	BLBS01000004.1	28085	28822	+	738	99	1332	0	282	534	893	716	4	0
gene-LtaPh_0400900	BLBS01000004.1	29449	29925	+	477	59	946	0	249	467	693	487	2	0
gene-LtaPh_0401000	BLBS01000004.1	31137	36710	+	5574	219	4417	0	1002	1641	3693	1818	1	0
gene-LtaPh_0401100	BLBS01000004.1	37935	39665	+	1731	180	2280	0	747	736	798	933	2	0
gene-LtaPh_0401200	BLBS01000004.1	40406	41449	+	1044	87	1084	0	238	450	801	454	0	0
gene-LtaPh_0401300	BLBS01000004.1	41983	42981	+	999	48	1279	0	208	575	783	438	0	0
gene-LtaPh_0401400	BLBS01000004.1	44038	44514	+	477	63	1061	0	267	361	641	400	3	1
gene-LtaPh_0401500	BLBS01000004.1	45469	46737	+	1269	131	2169	0	648	845	1191	810	7	0
gene-LtaPh_0401581	BLBS01000004.1	47011	48900	+	1890	789	1257	1	7368	311	704	13653	19	2
gene-LtaPh_0401661	BLBS01000004.1	50094	52115	+	2022	832	1250	0	7205	336	693	14062	24	2
gene-LtaPh_0401741	BLBS01000004.1	54139	55524	+	1386	414	2147	0	2719	711	1052	4230	5	1
gene-LtaPh_0401821	BLBS01000004.1	56296	58296	+	2001	575	2788	0	3666	833	1334	6325	12	0
gene-LtaPh_0401900	BLBS01000004.1	58957	59886	+	930	150	697	0	1223	213	424	2492	4	0
gene-LtaPh_0402000	BLBS01000004.1	62699	63532	+	834	189	447	0	1417	124	207	2667	7	0
gene-LtaPh_0402100	BLBS01000004.1	65970	67028	+	1059	152	1665	0	1062	467	662	1996	2	0
gene-LtaPh_0402200	BLBS01000004.1	69157	69945	+	789	620	3055	0	4212	864	1220	7102	16	1
gene-LtaPh_0402300	BLBS01000004.1	70744	72024	+	1281	378	4806	0	2171	2046	3380	3137	9	0
gene-LtaPh_0402400	BLBS01000004.1	76992	78098	+	1107	52	1504	0	330	580	937	590	2	0
gene-LtaPh_0402451	BLBS01000004.1	78695	79453	+	759	68	1120	0	218	426	720	458	1	0
gene-LtaPh_0402500	BLBS01000004.1	80148	81590	+	1443	313	4941	35	1144	2033	2831	1985	75	22
gene-LtaPh_0402600	BLBS01000004.1	82144	87498	+	5355	303	6541	0	1509	2373	3661	2562	4	0
gene-LtaPh_0402700	BLBS01000004.1	89251	90594	+	1344	90	2597	0	603	869	1129	1038	3	0
gene-LtaPh_0402800	BLBS01000004.1	91269	92909	+	1641	123	2775	0	605	952	1249	1162	3	0
gene-LtaPh_0402851	BLBS01000004.1	93481	95541	-	2061	3	7	0	0	1	6	9	0	0
gene-LtaPh_0402900	BLBS01000004.1	93493	95403	+	1911	279	4745	1	1875	1573	2909	2739	4	1
gene-LtaPh_0403000	BLBS01000004.1	96794	97312	+	519	80	1799	0	498	673	928	682	3	0
gene-LtaPh_0403100	BLBS01000004.1	98175	100658	+	2484	163	3413	3	874	1202	2105	1255	13	2
gene-LtaPh_0403200	BLBS01000004.1	100947	101819	+	873	150	2592	0	698	959	1628	1063	5	0
gene-LtaPh_0403301	BLBS01000004.1	101085	101924	-	840	0	6	0	0	1	0	1	0	0
gene-LtaPh_0403400	BLBS01000004.1	107213	109237	+	2025	137	1793	0	1010	592	1525	1576	0	0
gene-LtaPh_0403500	BLBS01000004.1	110467	111039	+	573	95	2432	1	339	890	1623	698	5	0
gene-LtaPh_0403600	BLBS01000004.1	112052	113113	+	1062	82	1338	2	249	521	937	472	19	1
gene-LtaPh_0403700	BLBS01000004.1	121391	122119	-	729	188	2324	0	905	537	808	1612	3	0
gene-LtaPh_0403800	BLBS01000004.1	125226	126254	-	1029	248	2879	0	911	1077	2365	1722	3	0
gene-LtaPh_0403900	BLBS01000004.1	127569	130712	-	3144	333	7707	0	1579	2390	4183	2874	0	1
gene-LtaPh_0404000	BLBS01000004.1	132323	133408	-	1086	389	6826	0	1503	2261	4626	2724	6	0
gene-LtaPh_0404100	BLBS01000004.1	134870	135442	-	573	42	1069	0	193	362	498	378	0	0
gene-LtaPh_0404200	BLBS01000004.1	138579	142568	-	3990	442	8635	0	2008	2674	5221	3571	2	0
gene-LtaPh_0404300	BLBS01000004.1	146516	149335	-	2820	427	5691	2	2601	1647	3769	4679	6	2
gene-LtaPh_0404351	BLBS01000004.1	148307	148897	+	591	2	4	0	1	0	2	3	0	0
gene-LtaPh_0404400	BLBS01000004.1	153025	154464	-	1440	304	5891	0	1196	1944	3773	2454	9	0
gene-LtaPh_0404500	BLBS01000004.1	155033	157756	-	2724	236	3152	0	845	1227	2207	1220	6	0
gene-LtaPh_0404601	BLBS01000004.1	158816	159478	+	663	1	70	1	6	24	39	33	4	0
gene-LtaPh_0404700	BLBS01000004.1	160434	161006	-	573	147	2086	0	597	830	1848	889	0	0
gene-LtaPh_0404800	BLBS01000004.1	162783	163742	-	960	213	5346	0	817	1701	3017	1834	1	0
gene-LtaPh_0404900	BLBS01000004.1	168352	173706	-	5355	390	8354	0	1656	2625	6187	2909	4	0
gene-LtaPh_0405000	BLBS01000004.1	177397	181935	-	4539	773	14307	0	3944	5012	13753	6099	13	1
gene-LtaPh_0405100	BLBS01000004.1	183328	186549	-	3222	241	5329	0	979	1633	3078	1909	3	0
gene-LtaPh_0405200	BLBS01000004.1	187442	188791	-	1350	108	2157	0	479	661	1145	944	5	0
gene-LtaPh_0405300	BLBS01000004.1	191096	192601	-	1506	68	1220	0	326	418	725	661	0	0
gene-LtaPh_0405400	BLBS01000004.1	193825	198753	-	4929	366	7144	0	1594	2286	4396	3044	3	2
gene-LtaPh_0405500	BLBS01000004.1	202611	203648	-	1038	117	2733	0	603	1113	1496	1081	3	0
gene-LtaPh_0405600	BLBS01000004.1	204069	208652	-	4584	235	5440	0	1026	1722	3647	1677	2	0
gene-LtaPh_0405700	BLBS01000004.1	210566	211465	-	900	438	4140	1	1065	1992	5812	1755	8	0
gene-LtaPh_0405800	BLBS01000004.1	212076	212879	-	804	119	2219	0	421	820	1363	791	5	0
gene-LtaPh_0405900	BLBS01000004.1	213650	222445	-	8796	453	7471	0	2511	2398	6266	4778	7	1
gene-LtaPh_0406000	BLBS01000004.1	224163	224663	-	501	192	2632	0	653	1130	1580	1137	11	0
gene-LtaPh_0406100	BLBS01000004.1	225490	229146	-	3657	195	5050	0	749	1512	2643	1499	1	0
gene-LtaPh_0406200	BLBS01000004.1	232455	233396	-	942	245	4447	0	1230	1199	1868	2139	3	0
gene-LtaPh_0406300	BLBS01000004.1	234078	234680	-	603	685	12244	0	2336	4855	5496	4283	12	1
gene-LtaPh_0406400	BLBS01000004.1	236233	237228	-	996	94	1780	0	448	581	822	705	2	0
gene-LtaPh_0406500	BLBS01000004.1	238343	241960	-	3618	276	5216	0	1037	1618	3239	1687	4	0
gene-LtaPh_0406561	BLBS01000004.1	242822	243256	-	435	178	3106	0	570	1089	1627	1015	7	0
gene-LtaPh_0406621	BLBS01000004.1	244746	245207	-	462	308	5288	1	1021	1873	2829	1843	7	0
gene-LtaPh_0406700	BLBS01000004.1	246204	246650	-	447	253	5888	0	976	2045	2997	1734	6	0
gene-LtaPh_0406800	BLBS01000004.1	248771	251044	-	2274	351	6081	0	1543	1866	2713	3046	4	2
gene-LtaPh_0406900	BLBS01000004.1	252171	255242	-	3072	126	3071	0	515	885	1596	895	1	1
gene-LtaPh_0407000	BLBS01000004.1	256218	258551	-	2334	153	3491	0	568	1110	2136	1085	4	0
gene-LtaPh_0407100	BLBS01000004.1	260694	262751	-	2058	159	2777	0	776	778	1785	1549	1	0
gene-LtaPh_0407200	BLBS01000004.1	263698	266037	-	2340	212	4194	4	875	1473	2561	1637	13	5
gene-LtaPh_0407300	BLBS01000004.1	266250	268712	-	2463	158	3844	0	754	998	2002	1358	1	1
gene-LtaPh_0407401	BLBS01000004.1	269430	270071	-	642	2196	31846	37	6639	15864	23559	10441	117	23
gene-LtaPh_3220500	BLBS01000004.1	273156	273677	-	522	1250	14635	4	3360	7512	11883	5751	40	2
gene-LtaPh_0407500	BLBS01000004.1	274442	276145	-	1704	385	5127	2	1114	1900	2913	2169	4	0
gene-LtaPh_0407600	BLBS01000004.1	277122	280568	-	3447	415	8195	0	1580	2321	4583	2815	2	0
gene-LtaPh_0407700	BLBS01000004.1	282168	283088	-	921	109	1997	1	457	667	988	966	9	3
gene-LtaPh_0407800	BLBS01000004.1	283948	286212	-	2265	369	10355	0	1582	3350	5428	3427	7	0
gene-LtaPh_0407900	BLBS01000004.1	286741	288282	-	1542	178	2718	0	594	1029	2101	1131	7	0
gene-LtaPh_0408000	BLBS01000004.1	288917	292951	-	4035	563	12587	0	2753	3183	4903	5346	7	1
gene-LtaPh_0408100	BLBS01000004.1	294138	296810	-	2673	250	4650	0	988	1576	2857	1527	4	0
gene-LtaPh_0408200	BLBS01000004.1	298217	299638	-	1422	423	4321	0	1182	1707	4185	2218	12	0
gene-LtaPh_0408300	BLBS01000004.1	300027	300902	-	876	129	1613	0	370	715	895	712	6	0
gene-LtaPh_0408400	BLBS01000004.1	304457	307828	-	3372	304	5554	0	1522	1893	3909	2417	3	0
gene-LtaPh_0408500	BLBS01000004.1	309753	310304	-	552	263	2612	0	1089	731	1593	1905	10	0
gene-LtaPh_0408600	BLBS01000004.1	311946	315344	-	3399	467	10708	0	1895	3867	6399	2959	3	0
gene-LtaPh_0408700	BLBS01000004.1	318736	320475	-	1740	175	3563	0	962	1119	1614	1651	1	0
gene-LtaPh_0408800	BLBS01000004.1	322644	323510	-	867	146	1997	0	512	647	879	709	5	0
gene-LtaPh_0408900	BLBS01000004.1	324751	326550	-	1800	117	2827	0	768	1077	1753	1213	5	0
gene-LtaPh_0409000	BLBS01000004.1	328988	329434	-	447	197	3497	0	807	1185	1481	1286	2	0
gene-LtaPh_0409100	BLBS01000004.1	331022	332503	-	1482	237	3451	0	954	1291	2162	1560	3	1
gene-LtaPh_3504300	BLBS01000004.1	333796	334695	+	900	6	59	0	8	33	55	18	0	0
gene-LtaPh_0409151	BLBS01000004.1	333967	334608	-	642	2199	32157	36	6620	15589	23846	9956	125	25
gene-LtaPh_0409200	BLBS01000004.1	335540	336175	-	636	235	3230	0	819	1599	1834	1293	7	0
gene-LtaPh_0409300	BLBS01000004.1	337104	338642	-	1539	120	2704	0	545	1036	1360	809	3	0
gene-LtaPh_0409400	BLBS01000004.1	339744	341156	-	1413	96	2283	0	510	832	1151	710	3	0
gene-LtaPh_0409500	BLBS01000004.1	341345	345073	-	3729	220	4565	0	947	1850	2768	1439	2	0
gene-LtaPh_0409700	BLBS01000004.1	347646	351113	-	3468	218	5453	2	1333	1878	2597	1924	6	0
gene-LtaPh_0409800	BLBS01000004.1	352538	353671	-	1134	104	1571	7	391	852	870	629	21	6
gene-LtaPh_0409900	BLBS01000004.1	354617	355129	-	513	682	8500	0	2275	2465	1854	3373	12	0
gene-LtaPh_0410000	BLBS01000004.1	357347	358387	-	1041	249	1866	0	1057	763	1738	1451	5	0
gene-LtaPh_0410100	BLBS01000004.1	360300	361367	-	1068	203	2234	0	1223	858	1570	1831	6	0
gene-LtaPh_0410200	BLBS01000004.1	362544	363956	-	1413	88	1424	0	442	647	891	682	3	2
gene-LtaPh_0410300	BLBS01000004.1	364473	364895	-	423	69	1060	0	261	508	727	427	0	0
gene-LtaPh_0410351	BLBS01000004.1	364537	365133	+	597	0	0	0	0	1	1	1	0	0
gene-LtaPh_0410400	BLBS01000004.1	365692	368355	-	2664	229	3908	0	982	1510	2786	1542	1	0
gene-LtaPh_0410500	BLBS01000004.1	369233	373573	-	4341	256	4537	0	1014	1628	3114	1378	5	0
gene-LtaPh_0410600	BLBS01000004.1	375128	375454	-	327	49	716	0	214	283	509	269	1	0
gene-LtaPh_0410700	BLBS01000004.1	376086	378959	-	2874	255	3972	0	992	1685	2778	1506	5	0
gene-LtaPh_0410800	BLBS01000004.1	380914	383085	-	2172	214	3715	0	976	1242	2135	1452	0	0
gene-LtaPh_0410900	BLBS01000004.1	383890	384825	-	936	134	1849	0	492	921	1337	806	1	0
gene-LtaPh_0411000	BLBS01000004.1	385668	386567	-	900	100	1782	0	557	608	1038	818	2	0
gene-LtaPh_0411200	BLBS01000004.1	389992	391047	-	1056	485	7230	1	1781	2615	5239	2909	8	1
gene-LtaPh_0411300	BLBS01000004.1	392032	393093	-	1062	200	2655	0	919	1037	2116	1463	2	0
gene-LtaPh_0411400	BLBS01000004.1	403083	404039	-	957	69	1311	0	348	554	1211	464	0	0
gene-LtaPh_0411500	BLBS01000004.1	406930	414399	-	7470	320	5535	0	1216	1829	5689	2196	3	0
gene-LtaPh_0411600	BLBS01000004.1	416388	417248	-	861	152	2506	0	495	920	1849	958	6	0
gene-LtaPh_0411700	BLBS01000004.1	418046	418810	-	765	49	1149	0	198	375	614	456	1	0
gene-LtaPh_0411800	BLBS01000004.1	419577	419837	-	261	102	1581	0	289	511	900	662	5	0
gene-LtaPh_0411900	BLBS01000004.1	423260	424366	-	1107	69	680	0	330	188	488	1036	2	0
gene-LtaPh_0412000	BLBS01000004.1	425303	428485	-	3183	342	5198	0	1169	1688	3882	2404	3	1
gene-LtaPh_0412100	BLBS01000004.1	429670	430797	-	1128	1515	14761	1	5770	5642	8652	11501	13	1
gene-LtaPh_0500051	BLBS01000005.1	7950	8360	-	411	114	386	0	749	88	284	1603	3	0
gene-LtaPh_3000200	BLBS01000005.1	13204	13614	-	411	143	393	0	764	101	289	1682	7	0
gene-LtaPh_0500200	BLBS01000005.1	18892	21639	+	2748	157	3559	0	622	1287	2477	908	0	0
gene-LtaPh_0500300	BLBS01000005.1	22151	22570	+	420	86	2993	0	321	1192	2005	669	3	0
gene-LtaPh_0500400	BLBS01000005.1	23105	23692	+	588	390	8780	1	1620	3434	3740	2923	3	0
gene-LtaPh_0500500	BLBS01000005.1	24827	26572	+	1746	152	7134	0	768	1841	2271	1722	2	0
gene-LtaPh_0500600	BLBS01000005.1	27789	30293	+	2505	121	3793	0	318	927	2698	701	3	0
gene-LtaPh_0500700	BLBS01000005.1	31594	34095	+	2502	127	4213	0	475	1303	3042	972	3	0
gene-LtaPh_0500800	BLBS01000005.1	36138	36413	+	276	85	2335	0	301	781	975	682	3	0
gene-LtaPh_0500900	BLBS01000005.1	37404	38012	+	609	64	1514	0	181	694	1101	433	1	0
gene-LtaPh_0501000	BLBS01000005.1	39283	39822	+	540	25	1036	0	94	310	561	214	4	0
gene-LtaPh_0501100	BLBS01000005.1	41686	43599	+	1914	121	3784	2	578	1371	2535	1061	5	0
gene-LtaPh_0501201	BLBS01000005.1	47434	47805	+	372	68	1575	0	186	572	1183	377	1	0
gene-LtaPh_0501300	BLBS01000005.1	48870	49886	+	1017	84	2522	0	302	1024	2137	554	1	0
gene-LtaPh_0501400	BLBS01000005.1	51407	52705	+	1299	50	1974	0	309	702	1072	587	0	0
gene-LtaPh_0501500	BLBS01000005.1	55734	57788	+	2055	172	6199	0	511	2286	4800	1077	0	0
gene-LtaPh_0501600	BLBS01000005.1	59544	60872	+	1329	65	2426	0	408	725	1224	698	0	0
gene-LtaPh_0501700	BLBS01000005.1	61929	63497	+	1569	30	1237	0	147	385	1065	248	0	0
gene-LtaPh_0501800	BLBS01000005.1	64049	66304	+	2256	75	2323	0	277	645	1591	421	2	0
gene-LtaPh_0501900	BLBS01000005.1	67726	69165	+	1440	49	2169	0	271	733	1118	406	2	0
gene-LtaPh_0502000	BLBS01000005.1	70398	71729	+	1332	119	3131	0	446	1141	2025	815	1	0
gene-LtaPh_0502100	BLBS01000005.1	72539	74905	+	2367	117	6526	0	532	2184	3864	1164	0	0
gene-LtaPh_0502200	BLBS01000005.1	76143	80642	+	4500	138	4011	0	600	1638	2789	916	4	0
gene-LtaPh_0502300	BLBS01000005.1	81559	83538	+	1980	85	3499	0	541	1541	2244	750	2	0
gene-LtaPh_0502400	BLBS01000005.1	88597	90579	+	1983	65	1979	0	375	1040	1291	512	0	0
gene-LtaPh_0502500	BLBS01000005.1	91875	93101	+	1227	30	957	0	204	299	381	256	0	0
gene-LtaPh_0502700	BLBS01000006.1	3882	4334	+	453	38	1016	0	170	505	569	206	0	0
gene-LtaPh_0502800	BLBS01000006.1	5077	6240	+	1164	70	2973	0	341	1034	1134	620	3	0
gene-LtaPh_0502900	BLBS01000006.1	6915	8105	+	1191	93	2096	0	380	1023	1487	520	3	0
gene-LtaPh_0503000	BLBS01000006.1	8723	9397	+	675	135	2224	0	718	1010	2327	753	3	0
gene-LtaPh_0503100	BLBS01000006.1	12955	14472	+	1518	102	2914	0	363	1151	1870	625	1	0
gene-LtaPh_0503200	BLBS01000006.1	15322	17310	+	1989	106	3069	0	470	1499	1997	663	3	0
gene-LtaPh_0503300	BLBS01000006.1	18023	18565	+	543	28	1138	0	138	422	606	205	2	0
gene-LtaPh_0503400	BLBS01000006.1	19410	22871	+	3462	130	4966	0	609	1721	2531	831	3	0
gene-LtaPh_0503500	BLBS01000006.1	23697	24824	+	1128	70	2231	1	306	1177	1079	551	0	0
gene-LtaPh_0503600	BLBS01000006.1	26127	27602	+	1476	389	9102	0	1429	3360	6733	2533	4	0
gene-LtaPh_0503700	BLBS01000006.1	28531	30417	+	1887	43	3911	0	350	1472	1852	624	0	0
gene-LtaPh_0503800	BLBS01000006.1	31303	32295	+	993	69	2407	0	337	770	1062	553	2	0
gene-LtaPh_0504000	BLBS01000006.1	44253	46625	+	2373	289	7795	0	1217	2547	4548	2157	1	0
gene-LtaPh_0504100	BLBS01000006.1	48612	52247	+	3636	158	6720	0	662	2002	4646	1051	1	0
gene-LtaPh_0504200	BLBS01000006.1	53226	55877	+	2652	91	3135	6	320	1073	1927	543	9	2
gene-LtaPh_0504300	BLBS01000006.1	56767	57102	+	336	39	1024	0	152	379	506	227	0	0
gene-LtaPh_0504400	BLBS01000006.1	59778	61817	+	2040	72	2150	0	371	885	1588	567	3	2
gene-LtaPh_0504500	BLBS01000006.1	62237	64939	+	2703	50	1421	0	143	544	1151	232	0	0
gene-LtaPh_0504600	BLBS01000006.1	65855	66445	+	591	586	7181	0	2234	3295	5738	3794	5	0
gene-LtaPh_0504700	BLBS01000006.1	67379	69280	+	1902	250	6992	0	963	2168	5951	1990	6	0
gene-LtaPh_0504800	BLBS01000006.1	70888	71571	+	684	85	1378	0	259	532	1372	468	1	0
gene-LtaPh_0504900	BLBS01000006.1	72569	74290	+	1722	134	2644	0	513	1018	3259	981	3	1
gene-LtaPh_0505000	BLBS01000006.1	78155	78676	+	522	68	1659	0	336	496	888	627	2	0
gene-LtaPh_3308500	BLBS01000006.1	80290	82014	+	1725	488	6563	752	1551	3080	6953	2458	987	318
gene-LtaPh_0505031	BLBS01000006.1	83392	85116	+	1725	497	6627	695	1567	3028	7092	2481	965	318
gene-LtaPh_0505061	BLBS01000006.1	86496	88220	+	1725	538	6991	735	1562	3204	7282	2510	999	346
gene-LtaPh_0505100	BLBS01000006.1	90833	91855	+	1023	30	884	0	144	292	658	280	0	0
gene-LtaPh_0505200	BLBS01000006.1	92689	99045	+	6357	276	7927	0	1094	2337	5968	1899	2	0
gene-LtaPh_0505300	BLBS01000006.1	99661	100065	+	405	50	1048	0	177	470	847	329	4	0
gene-LtaPh_0505400	BLBS01000006.1	101477	102478	+	1002	34	1147	0	153	396	954	297	0	0
gene-LtaPh_0505500	BLBS01000006.1	103579	104829	+	1251	59	1989	0	267	772	1380	470	3	0
gene-LtaPh_0505600	BLBS01000006.1	106861	108090	+	1230	84	2580	25	345	886	1803	736	66	30
gene-LtaPh_0505700	BLBS01000006.1	109256	111607	+	2352	149	4865	0	657	1721	3846	927	2	0
gene-LtaPh_0505800	BLBS01000006.1	114585	117572	+	2988	111	3018	0	439	1122	2446	686	5	0
gene-LtaPh_0505900	BLBS01000006.1	118200	120905	+	2706	108	3209	1	437	1330	2729	704	0	0
gene-LtaPh_0506100	BLBS01000006.1	125707	128388	+	2682	115	3761	0	576	1362	2909	720	0	0
gene-LtaPh_0506200	BLBS01000006.1	129351	133076	+	3726	209	6905	0	951	2124	3845	1553	4	0
gene-LtaPh_0506300	BLBS01000006.1	133866	139565	+	5700	203	8027	0	1125	2563	4429	1814	4	0
gene-LtaPh_0506400	BLBS01000006.1	140911	143568	+	2658	47	2168	0	313	822	1211	524	0	0
gene-LtaPh_0506500	BLBS01000006.1	144804	145775	+	972	66	1839	0	290	737	991	413	1	0
gene-LtaPh_0506600	BLBS01000006.1	147079	153684	+	6606	340	12778	0	1863	4154	9198	2594	2	0
gene-LtaPh_0506700	BLBS01000006.1	155435	156475	+	1041	65	2398	0	293	1011	1312	452	2	0
gene-LtaPh_0506800	BLBS01000006.1	157039	165363	+	8325	277	10364	0	1332	3677	7945	1878	2	0
gene-LtaPh_0506900	BLBS01000006.1	167175	171926	+	4752	190	7667	0	864	2343	4519	1364	2	0
gene-LtaPh_0507000	BLBS01000006.1	174034	178125	+	4092	332	16315	0	1645	5282	8778	2694	0	0
gene-LtaPh_0507400	BLBS01000006.1	180639	184772	+	4134	215	7474	1	1069	2451	4506	1761	0	0
gene-LtaPh_0507500	BLBS01000006.1	186352	188535	+	2184	269	6378	0	1236	2036	3640	2011	5	0
gene-LtaPh_0507600	BLBS01000006.1	190143	191183	+	1041	122	4027	0	511	1329	2406	837	2	0
gene-LtaPh_0507700	BLBS01000006.1	192213	194624	+	2412	175	7063	16	627	2566	4705	1280	41	17
gene-LtaPh_0507800	BLBS01000006.1	195786	199745	+	3960	197	8960	0	976	2993	5300	1709	2	0
gene-LtaPh_0507900	BLBS01000006.1	202034	205366	+	3333	147	4742	0	602	1630	2607	1010	2	0
gene-LtaPh_0507951	BLBS01000006.1	206429	206962	-	534	0	4	0	0	3	6	1	0	0
gene-LtaPh_0508000	BLBS01000006.1	206453	206896	+	444	323	7578	0	1019	3356	5692	1857	8	0
gene-LtaPh_0508100	BLBS01000006.1	208977	210131	+	1155	84	2684	0	376	1054	1916	593	0	0
gene-LtaPh_0508200	BLBS01000006.1	211716	212084	+	369	63	1307	0	219	483	937	458	0	0
gene-LtaPh_0508300	BLBS01000006.1	212786	213277	+	492	65	1805	1	219	644	1034	368	4	0
gene-LtaPh_0508400	BLBS01000006.1	214214	217021	+	2808	137	6206	0	410	1798	2887	1088	1	0
gene-LtaPh_0508500	BLBS01000006.1	217959	218879	+	921	214	4961	0	589	1553	2407	1129	8	0
gene-LtaPh_0508601	BLBS01000006.1	221492	225577	+	4086	275	7983	0	1441	2352	5062	2716	6	0
gene-LtaPh_0508700	BLBS01000006.1	226689	228686	+	1998	234	5904	1	996	1773	3412	1669	2	0
gene-LtaPh_0508800	BLBS01000006.1	229850	230317	+	468	36	850	0	124	310	638	227	0	0
gene-LtaPh_0509101	BLBS01000006.1	231319	236841	+	5523	231	9910	1	1021	2794	5202	1868	4	1
gene-LtaPh_0509400	BLBS01000006.1	237820	238437	+	618	67	2349	0	252	704	1230	514	2	0
gene-LtaPh_0509501	BLBS01000006.1	239790	245600	+	5811	350	11894	11	1411	3876	8288	2502	25	19
gene-LtaPh_0509600	BLBS01000006.1	245623	245727	+	105	7	454	0	48	120	290	113	0	0
gene-LtaPh_0509700	BLBS01000006.1	246353	247603	+	1251	129	1994	0	583	582	610	1051	4	0
gene-LtaPh_0509800	BLBS01000006.1	248991	252149	+	3159	156	5098	0	695	1835	3522	1189	1	0
gene-LtaPh_0509900	BLBS01000006.1	254277	257396	+	3120	325	10379	0	1394	2693	4643	2922	5	1
gene-LtaPh_0510000	BLBS01000006.1	259273	260676	+	1404	132	5082	0	522	1530	2159	988	0	0
gene-LtaPh_0510151	BLBS01000006.1	261700	265545	+	3846	198	8800	0	1058	2393	4284	2084	2	0
gene-LtaPh_0510300	BLBS01000006.1	266747	269470	+	2724	192	6389	0	619	1804	3781	1217	5	0
gene-LtaPh_0510351	BLBS01000006.1	270480	272519	+	2040	299	8190	0	1152	2509	4697	2070	1	1
gene-LtaPh_0510400	BLBS01000006.1	272073	272552	-	480	0	4	0	0	3	2	0	0	0
gene-LtaPh_0510500	BLBS01000006.1	283309	284421	-	1113	0	902	0	8	343	749	5	1	0
gene-LtaPh_0510600	BLBS01000006.1	285547	286992	-	1446	50	1583	0	264	480	1225	480	1	0
gene-LtaPh_0510700	BLBS01000006.1	287858	288130	-	273	31	477	1	87	219	525	164	0	0
gene-LtaPh_0510800	BLBS01000006.1	290187	290555	+	369	0	3	0	0	1	1	0	0	0
gene-LtaPh_0510851	BLBS01000006.1	290198	290509	-	312	46	1108	0	238	423	1029	407	5	0
gene-LtaPh_0510900	BLBS01000006.1	291399	293210	-	1812	98	2452	0	292	721	2301	615	3	1
gene-LtaPh_0511000	BLBS01000006.1	294201	297020	-	2820	183	4288	0	678	1307	3048	1414	1	0
gene-LtaPh_0511100	BLBS01000006.1	297492	297929	-	438	105	2841	1	300	1036	1951	715	0	0
gene-LtaPh_0511200	BLBS01000006.1	298421	299581	-	1161	165	2044	0	478	1014	2067	811	5	0
gene-LtaPh_0511300	BLBS01000006.1	301038	302342	+	1305	43	1489	4	174	430	1007	297	5	2
gene-LtaPh_0511400	BLBS01000006.1	303414	304850	+	1437	199	2508	10	619	1009	2447	1162	32	18
gene-LtaPh_0511500	BLBS01000006.1	305383	307245	+	1863	141	3532	1	548	1072	2341	1281	3	0
gene-LtaPh_0511600	BLBS01000006.1	308591	310765	+	2175	181	5535	2	636	1476	2942	1699	12	2
gene-LtaPh_0511700	BLBS01000006.1	313440	315161	+	1722	78	1905	32	315	664	2170	551	148	35
gene-LtaPh_0511800	BLBS01000006.1	317527	318264	+	738	80	1819	0	298	719	1142	517	2	0
gene-LtaPh_0511900	BLBS01000006.1	321955	325704	+	3750	404	13778	0	1873	4647	5388	2295	8	1
gene-LtaPh_0512000	BLBS01000006.1	328616	329158	+	543	0	0	0	0	0	0	0	0	0
gene-LtaPh_0512051	BLBS01000006.1	328633	329211	+	579	2	19	0	8	7	19	8	1	0
gene-LtaPh_0512100	BLBS01000006.1	331846	333519	-	1674	34	1169	0	105	422	1160	224	1	0
gene-LtaPh_0512200	BLBS01000006.1	334178	335251	-	1074	55	1485	2	212	623	1059	418	22	4
gene-LtaPh_0512300	BLBS01000006.1	335880	338675	-	2796	72	2391	0	288	657	1784	548	0	0
