# Program:featureCounts v2.0.1; Command:"/usr/local/anaconda/bin/featureCounts" "-a" "../../tarinf.gff" "../hyb.sorted.bam" "-o" "test.out" "-g" "ID" "-t" "gene" "-M" "-p" "-O" 
Geneid	Chr	Start	End	Strand	Length	../hyb.sorted.bam
gene-LtaPh_0500400	BLBS01000005.1	23105	23692	+	588	99
gene-LtaPh_0500500	BLBS01000005.1	24827	26572	+	1746	289
gene-LtaPh_0500600	BLBS01000005.1	27789	30293	+	2505	299
gene-LtaPh_0500700	BLBS01000005.1	31594	34095	+	2502	346
gene-LtaPh_0500800	BLBS01000005.1	36138	36413	+	276	60
gene-LtaPh_0500900	BLBS01000005.1	37404	38012	+	609	133
gene-LtaPh_0501000	BLBS01000005.1	39283	39822	+	540	103
gene-LtaPh_0501100	BLBS01000005.1	41686	43599	+	1914	288
gene-LtaPh_0501201	BLBS01000005.1	47434	47805	+	372	60
gene-LtaPh_0501300	BLBS01000005.1	48870	49886	+	1017	162
gene-LtaPh_0501400	BLBS01000005.1	51407	52705	+	1299	205
gene-LtaPh_0501500	BLBS01000005.1	55734	57788	+	2055	243
gene-LtaPh_0501600	BLBS01000005.1	59544	60872	+	1329	156
gene-LtaPh_0501700	BLBS01000005.1	61929	63497	+	1569	255
gene-LtaPh_0501800	BLBS01000005.1	64049	66304	+	2256	333
gene-LtaPh_0501900	BLBS01000005.1	67726	69165	+	1440	188
gene-LtaPh_0502000	BLBS01000005.1	70398	71729	+	1332	233
gene-LtaPh_0502100	BLBS01000005.1	72539	74905	+	2367	293
gene-LtaPh_0502200	BLBS01000005.1	76143	80642	+	4500	591
gene-LtaPh_0502300	BLBS01000005.1	81559	83538	+	1980	285
gene-LtaPh_0502400	BLBS01000005.1	88597	90579	+	1983	313
gene-LtaPh_0502500	BLBS01000005.1	91875	93101	+	1227	203
gene-LtaPh_0502700	BLBS01000006.1	3882	4334	+	453	91
gene-LtaPh_0502800	BLBS01000006.1	5077	6240	+	1164	195
gene-LtaPh_0502900	BLBS01000006.1	6915	8105	+	1191	160
gene-LtaPh_0503000	BLBS01000006.1	8723	9397	+	675	128
gene-LtaPh_0503100	BLBS01000006.1	12955	14472	+	1518	256
gene-LtaPh_0503200	BLBS01000006.1	15322	17310	+	1989	298
gene-LtaPh_0503300	BLBS01000006.1	18023	18565	+	543	93
gene-LtaPh_0503400	BLBS01000006.1	19410	22871	+	3462	498
gene-LtaPh_0503500	BLBS01000006.1	23697	24824	+	1128	217
gene-LtaPh_0503600	BLBS01000006.1	26127	27602	+	1476	244
gene-LtaPh_0503700	BLBS01000006.1	28531	30417	+	1887	325
gene-LtaPh_0503800	BLBS01000006.1	31303	32295	+	993	183
gene-LtaPh_0504000	BLBS01000006.1	44253	46625	+	2373	332
gene-LtaPh_0504100	BLBS01000006.1	48612	52247	+	3636	542
gene-LtaPh_0504200	BLBS01000006.1	53226	55877	+	2652	430
gene-LtaPh_0504300	BLBS01000006.1	56767	57102	+	336	101
gene-LtaPh_0504400	BLBS01000006.1	59778	61817	+	2040	367
gene-LtaPh_0504500	BLBS01000006.1	62237	64939	+	2703	392
gene-LtaPh_0504600	BLBS01000006.1	65855	66445	+	591	109
gene-LtaPh_0504700	BLBS01000006.1	67379	69280	+	1902	247
gene-LtaPh_0504800	BLBS01000006.1	70888	71571	+	684	145
gene-LtaPh_0504900	BLBS01000006.1	72569	74290	+	1722	258
gene-LtaPh_0505000	BLBS01000006.1	78155	78676	+	522	110
gene-LtaPh_3308500	BLBS01000006.1	80290	82014	+	1725	238
gene-LtaPh_0505031	BLBS01000006.1	83392	85116	+	1725	296
gene-LtaPh_0505061	BLBS01000006.1	86496	88220	+	1725	312
gene-LtaPh_0505100	BLBS01000006.1	90833	91855	+	1023	202
gene-LtaPh_0505200	BLBS01000006.1	92689	99045	+	6357	910
gene-LtaPh_0505300	BLBS01000006.1	99661	100065	+	405	100
gene-LtaPh_0505400	BLBS01000006.1	101477	102478	+	1002	181
gene-LtaPh_0505500	BLBS01000006.1	103579	104829	+	1251	217
gene-LtaPh_0505600	BLBS01000006.1	106861	108090	+	1230	194
gene-LtaPh_0505700	BLBS01000006.1	109256	111607	+	2352	384
gene-LtaPh_0505800	BLBS01000006.1	114585	117572	+	2988	532
gene-LtaPh_0505900	BLBS01000006.1	118200	120905	+	2706	440
gene-LtaPh_0506100	BLBS01000006.1	125707	128388	+	2682	428
gene-LtaPh_0506200	BLBS01000006.1	129351	133076	+	3726	574
gene-LtaPh_0506300	BLBS01000006.1	133866	139565	+	5700	897
gene-LtaPh_0506400	BLBS01000006.1	140911	143568	+	2658	422
gene-LtaPh_0506500	BLBS01000006.1	144804	145775	+	972	184
gene-LtaPh_0506600	BLBS01000006.1	147079	153684	+	6606	1017
gene-LtaPh_0506700	BLBS01000006.1	155435	156475	+	1041	143
gene-LtaPh_0506800	BLBS01000006.1	157039	165363	+	8325	1315
gene-LtaPh_0506900	BLBS01000006.1	167175	171926	+	4752	705
gene-LtaPh_0507000	BLBS01000006.1	174034	178125	+	4092	613
gene-LtaPh_0507400	BLBS01000006.1	180639	184772	+	4134	637
gene-LtaPh_0507500	BLBS01000006.1	186352	188535	+	2184	342
gene-LtaPh_0507600	BLBS01000006.1	190143	191183	+	1041	193
gene-LtaPh_0507700	BLBS01000006.1	192213	194624	+	2412	394
gene-LtaPh_0507800	BLBS01000006.1	195786	199745	+	3960	611
gene-LtaPh_0507900	BLBS01000006.1	202034	205366	+	3333	556
gene-LtaPh_0507951	BLBS01000006.1	206429	206962	-	534	126
gene-LtaPh_0508000	BLBS01000006.1	206453	206896	+	444	102
gene-LtaPh_0508100	BLBS01000006.1	208977	210131	+	1155	171
gene-LtaPh_0508200	BLBS01000006.1	211716	212084	+	369	87
gene-LtaPh_0508300	BLBS01000006.1	212786	213277	+	492	110
gene-LtaPh_0508400	BLBS01000006.1	214214	217021	+	2808	523
gene-LtaPh_0508500	BLBS01000006.1	217959	218879	+	921	176
gene-LtaPh_0508601	BLBS01000006.1	221492	225577	+	4086	619
gene-LtaPh_0508700	BLBS01000006.1	226689	228686	+	1998	336
gene-LtaPh_0508800	BLBS01000006.1	229850	230317	+	468	102
gene-LtaPh_0509101	BLBS01000006.1	231319	236841	+	5523	865
gene-LtaPh_0509400	BLBS01000006.1	237820	238437	+	618	139
gene-LtaPh_0509501	BLBS01000006.1	239790	245600	+	5811	847
gene-LtaPh_0509600	BLBS01000006.1	245623	245727	+	105	62
gene-LtaPh_0509700	BLBS01000006.1	246353	247603	+	1251	227
gene-LtaPh_0509800	BLBS01000006.1	248991	252149	+	3159	558
gene-LtaPh_0509900	BLBS01000006.1	254277	257396	+	3120	478
gene-LtaPh_0510000	BLBS01000006.1	259273	260676	+	1404	234
gene-LtaPh_0510151	BLBS01000006.1	261700	265545	+	3846	576
gene-LtaPh_0510300	BLBS01000006.1	266747	269470	+	2724	420
gene-LtaPh_0510351	BLBS01000006.1	270480	272519	+	2040	281
gene-LtaPh_0510400	BLBS01000006.1	272073	272552	-	480	101
gene-LtaPh_0510500	BLBS01000006.1	283309	284421	-	1113	155
gene-LtaPh_0510600	BLBS01000006.1	285547	286992	-	1446	231
gene-LtaPh_0510700	BLBS01000006.1	287858	288130	-	273	64
gene-LtaPh_0510800	BLBS01000006.1	290187	290555	+	369	70
gene-LtaPh_0510851	BLBS01000006.1	290198	290509	-	312	59
gene-LtaPh_0510900	BLBS01000006.1	291399	293210	-	1812	286
gene-LtaPh_0511000	BLBS01000006.1	294201	297020	-	2820	386
gene-LtaPh_0511100	BLBS01000006.1	297492	297929	-	438	86
gene-LtaPh_0511200	BLBS01000006.1	298421	299581	-	1161	176
gene-LtaPh_0511300	BLBS01000006.1	301038	302342	+	1305	201
gene-LtaPh_0511400	BLBS01000006.1	303414	304850	+	1437	210
gene-LtaPh_0511500	BLBS01000006.1	305383	307245	+	1863	262
gene-LtaPh_0511600	BLBS01000006.1	308591	310765	+	2175	274
gene-LtaPh_0511700	BLBS01000006.1	313440	315161	+	1722	288
gene-LtaPh_0511800	BLBS01000006.1	317527	318264	+	738	138
gene-LtaPh_0511900	BLBS01000006.1	321955	325704	+	3750	494
gene-LtaPh_0512000	BLBS01000006.1	328616	329158	+	543	126
gene-LtaPh_0512051	BLBS01000006.1	328633	329211	+	579	129
gene-LtaPh_0512100	BLBS01000006.1	331846	333519	-	1674	244
gene-LtaPh_0512200	BLBS01000006.1	334178	335251	-	1074	195
gene-LtaPh_0512300	BLBS01000006.1	335880	338675	-	2796	400
gene-LtaPh_0512400	BLBS01000006.1	339321	339815	-	495	120
gene-LtaPh_0512500	BLBS01000006.1	340652	341401	-	750	138
gene-LtaPh_0512600	BLBS01000006.1	341975	343522	-	1548	212
gene-LtaPh_0512651	BLBS01000006.1	342218	343441	+	1224	184
gene-LtaPh_0512700	BLBS01000006.1	345110	351100	-	5991	831
gene-LtaPh_0512800	BLBS01000006.1	351279	351689	-	411	79
gene-LtaPh_0512900	BLBS01000006.1	352715	353902	-	1188	162
gene-LtaPh_0513000	BLBS01000006.1	356383	357234	+	852	125
gene-LtaPh_0513200	BLBS01000006.1	380260	382287	+	2028	294
gene-LtaPh_0600051	BLBS01000007.1	1421	1786	+	366	172
gene-LtaPh_0600100	BLBS01000007.1	3839	5446	-	1608	455
gene-LtaPh_0600200	BLBS01000007.1	11092	13122	-	2031	522
gene-LtaPh_0600300	BLBS01000007.1	14045	15193	-	1149	382
gene-LtaPh_0600400	BLBS01000007.1	20574	22019	-	1446	393
gene-LtaPh_0600500	BLBS01000007.1	26099	27061	-	963	308
gene-LtaPh_0600600	BLBS01000007.1	28665	30050	-	1386	413
gene-LtaPh_0600631	BLBS01000007.1	33774	36020	-	2247	608
gene-LtaPh_0600661	BLBS01000007.1	39207	41174	-	1968	598
gene-LtaPh_0600700	BLBS01000007.1	42501	43421	-	921	234
gene-LtaPh_0600800	BLBS01000007.1	45023	47245	-	2223	642
gene-LtaPh_0600851	BLBS01000007.1	47889	48773	+	885	243
gene-LtaPh_0600900	BLBS01000007.1	48177	48830	-	654	220
gene-LtaPh_0601000	BLBS01000007.1	49695	50267	-	573	178
gene-LtaPh_0601100	BLBS01000007.1	51920	52939	-	1020	298
gene-LtaPh_0601200	BLBS01000007.1	53461	53988	-	528	210
gene-LtaPh_0601300	BLBS01000007.1	54347	55714	-	1368	417
gene-LtaPh_0601400	BLBS01000007.1	57075	57500	-	426	208
gene-LtaPh_0601500	BLBS01000007.1	58001	60190	-	2190	623
gene-LtaPh_0601600	BLBS01000007.1	61617	63785	-	2169	627
gene-LtaPh_0601700	BLBS01000007.1	65230	66711	-	1482	407
gene-LtaPh_0601800	BLBS01000007.1	69306	71312	-	2007	485
gene-LtaPh_0601900	BLBS01000007.1	72236	73267	-	1032	302
gene-LtaPh_0602000	BLBS01000007.1	73816	74457	-	642	247
gene-LtaPh_0602100	BLBS01000007.1	75684	78629	-	2946	819
gene-LtaPh_0602200	BLBS01000007.1	79901	80740	-	840	291
gene-LtaPh_0602300	BLBS01000007.1	82606	87144	-	4539	1230
gene-LtaPh_0602400	BLBS01000007.1	88670	89608	-	939	317
gene-LtaPh_0602500	BLBS01000007.1	90271	92865	-	2595	728
gene-LtaPh_0602551	BLBS01000007.1	94847	95725	+	879	300
gene-LtaPh_0602600	BLBS01000007.1	95048	96220	-	1173	373
gene-LtaPh_0602700	BLBS01000007.1	98245	98919	-	675	247
gene-LtaPh_0602800	BLBS01000007.1	101963	102628	-	666	248
gene-LtaPh_0602900	BLBS01000007.1	104835	107852	-	3018	881
gene-LtaPh_0603000	BLBS01000007.1	109190	112741	-	3552	983
gene-LtaPh_0603100	BLBS01000007.1	113485	116202	-	2718	707
gene-LtaPh_0603200	BLBS01000007.1	116951	118174	-	1224	386
gene-LtaPh_0603300	BLBS01000007.1	118749	120104	-	1356	355
gene-LtaPh_0603400	BLBS01000007.1	127147	128286	+	1140	340
gene-LtaPh_0603500	BLBS01000007.1	129043	130290	+	1248	363
gene-LtaPh_0603600	BLBS01000007.1	131268	133988	+	2721	760
gene-LtaPh_0603700	BLBS01000007.1	134421	134855	+	435	208
gene-LtaPh_0603800	BLBS01000007.1	140335	140898	+	564	254
gene-LtaPh_0603900	BLBS01000007.1	144444	146162	+	1719	550
gene-LtaPh_0604000	BLBS01000007.1	147766	149838	+	2073	682
gene-LtaPh_0604100	BLBS01000007.1	151146	154115	+	2970	913
gene-LtaPh_0604200	BLBS01000007.1	155880	157016	+	1137	384
gene-LtaPh_0604300	BLBS01000007.1	159594	163391	+	3798	1094
gene-LtaPh_0604400	BLBS01000007.1	164570	168022	+	3453	1120
gene-LtaPh_0604500	BLBS01000007.1	168799	169797	+	999	349
gene-LtaPh_0604600	BLBS01000007.1	170644	172443	+	1800	627
gene-LtaPh_0604700	BLBS01000007.1	173764	175377	+	1614	573
gene-LtaPh_0604800	BLBS01000007.1	176227	178179	+	1953	641
gene-LtaPh_0604900	BLBS01000007.1	180984	186665	+	5682	1789
gene-LtaPh_0605000	BLBS01000007.1	187399	188286	+	888	309
gene-LtaPh_0605100	BLBS01000007.1	189491	192280	+	2790	951
gene-LtaPh_0605200	BLBS01000007.1	193226	198382	+	5157	1609
gene-LtaPh_0605300	BLBS01000007.1	199246	200055	+	810	273
gene-LtaPh_0605351	BLBS01000007.1	201514	201951	+	438	246
gene-LtaPh_0605400	BLBS01000007.1	204605	209134	+	4530	1413
gene-LtaPh_0605500	BLBS01000007.1	209833	214032	+	4200	1378
gene-LtaPh_0605600	BLBS01000007.1	215143	216303	+	1161	407
gene-LtaPh_0605800	BLBS01000007.1	218337	221336	+	3000	853
gene-LtaPh_0605900	BLBS01000007.1	223429	223977	+	549	215
gene-LtaPh_0606000	BLBS01000007.1	226229	235474	+	9246	2726
gene-LtaPh_0606100	BLBS01000007.1	236733	239714	+	2982	919
gene-LtaPh_0606200	BLBS01000007.1	241769	243667	+	1899	572
gene-LtaPh_0606300	BLBS01000007.1	246291	250016	+	3726	1077
gene-LtaPh_0606400	BLBS01000007.1	250730	251461	+	732	288
gene-LtaPh_0606500	BLBS01000007.1	252165	253382	+	1218	400
gene-LtaPh_0606600	BLBS01000007.1	254509	262404	+	7896	2404
gene-LtaPh_0606700	BLBS01000007.1	263274	265469	+	2196	726
gene-LtaPh_0606800	BLBS01000007.1	271829	277300	+	5472	1562
gene-LtaPh_0606900	BLBS01000007.1	278908	284121	+	5214	1600
gene-LtaPh_0607000	BLBS01000007.1	285487	286503	+	1017	370
gene-LtaPh_0607100	BLBS01000007.1	289087	291783	+	2697	930
gene-LtaPh_0607200	BLBS01000007.1	292694	294790	+	2097	669
gene-LtaPh_0607300	BLBS01000007.1	295891	299451	+	3561	1013
gene-LtaPh_0607400	BLBS01000007.1	303811	309756	+	5946	1744
gene-LtaPh_0607500	BLBS01000007.1	315995	325915	+	9921	2754
gene-LtaPh_0607600	BLBS01000007.1	329512	332727	+	3216	1056
gene-LtaPh_0607700	BLBS01000007.1	334094	338734	+	4641	1332
gene-LtaPh_0607800	BLBS01000007.1	340564	351075	+	10512	3020
gene-LtaPh_0607900	BLBS01000007.1	351470	352999	+	1530	456
gene-LtaPh_0608000	BLBS01000007.1	355185	359411	+	4227	1235
gene-LtaPh_0608100	BLBS01000007.1	359999	361147	+	1149	355
gene-LtaPh_0608200	BLBS01000007.1	363455	373885	+	10431	2966
gene-LtaPh_0608300	BLBS01000007.1	375011	376573	+	1563	493
gene-LtaPh_0608400	BLBS01000007.1	378348	379664	+	1317	434
gene-LtaPh_0608500	BLBS01000007.1	381187	382437	+	1251	352
gene-LtaPh_0608600	BLBS01000007.1	384699	386981	+	2283	686
gene-LtaPh_0608700	BLBS01000007.1	388196	394426	+	6231	1810
gene-LtaPh_0608800	BLBS01000007.1	395399	396064	+	666	315
gene-LtaPh_0608900	BLBS01000007.1	396523	398076	+	1554	490
gene-LtaPh_0609000	BLBS01000007.1	400102	402294	+	2193	771
gene-LtaPh_0609200	BLBS01000007.1	406866	408878	+	2013	596
gene-LtaPh_0609300	BLBS01000007.1	410284	410955	+	672	243
gene-LtaPh_0609400	BLBS01000007.1	411558	416930	+	5373	1501
gene-LtaPh_0609500	BLBS01000007.1	418032	421136	+	3105	848
gene-LtaPh_0609600	BLBS01000007.1	423581	427243	+	3663	969
gene-LtaPh_0609700	BLBS01000007.1	428168	428638	+	471	204
gene-LtaPh_0609800	BLBS01000007.1	429210	430694	+	1485	472
gene-LtaPh_0609900	BLBS01000007.1	431625	433922	+	2298	667
gene-LtaPh_0610000	BLBS01000007.1	434537	435229	+	693	225
gene-LtaPh_0610100	BLBS01000007.1	436470	439103	+	2634	744
gene-LtaPh_0610200	BLBS01000007.1	439303	441726	+	2424	670
gene-LtaPh_0610300	BLBS01000007.1	442738	443139	+	402	159
gene-LtaPh_0610400	BLBS01000007.1	445108	446220	+	1113	369
gene-LtaPh_0610500	BLBS01000007.1	447502	448320	+	819	287
gene-LtaPh_0610600	BLBS01000007.1	451966	452637	+	672	280
gene-LtaPh_0610700	BLBS01000007.1	454164	455954	+	1791	419
gene-LtaPh_0610800	BLBS01000007.1	457167	458075	+	909	328
gene-LtaPh_0610900	BLBS01000007.1	460215	463436	+	3222	819
gene-LtaPh_0611000	BLBS01000007.1	465773	466714	+	942	269
gene-LtaPh_0611100	BLBS01000007.1	467552	468541	+	990	328
gene-LtaPh_0611200	BLBS01000007.1	468888	471212	+	2325	629
gene-LtaPh_0611300	BLBS01000007.1	471714	473273	+	1560	476
gene-LtaPh_0611400	BLBS01000007.1	473814	477080	+	3267	919
gene-LtaPh_0611500	BLBS01000007.1	477770	478177	+	408	139
gene-LtaPh_0611600	BLBS01000007.1	479305	480672	+	1368	346
gene-LtaPh_0611700	BLBS01000007.1	481665	482108	+	444	158
gene-LtaPh_0611800	BLBS01000007.1	482807	483097	+	291	145
gene-LtaPh_0611900	BLBS01000007.1	484828	486009	+	1182	406
gene-LtaPh_0612000	BLBS01000007.1	486638	488374	+	1737	480
gene-LtaPh_0612100	BLBS01000007.1	489726	492194	+	2469	617
gene-LtaPh_0612200	BLBS01000007.1	493441	494250	+	810	278
gene-LtaPh_0612300	BLBS01000007.1	494832	496343	+	1512	392
gene-LtaPh_0612400	BLBS01000007.1	497111	497623	+	513	234
gene-LtaPh_0612500	BLBS01000007.1	498294	499007	+	714	185
gene-LtaPh_0612600	BLBS01000007.1	499629	500150	+	522	180
gene-LtaPh_0612700	BLBS01000007.1	501647	503581	-	1935	478
gene-LtaPh_0612800	BLBS01000007.1	505310	506215	-	906	295
gene-LtaPh_0612900	BLBS01000007.1	507243	507938	-	696	229
gene-LtaPh_0613000	BLBS01000007.1	509236	509838	-	603	190
gene-LtaPh_0613100	BLBS01000007.1	515594	516148	+	555	184
gene-LtaPh_0700100	BLBS01000008.1	2688	4865	-	2178	279
gene-LtaPh_0700200	BLBS01000008.1	10128	10937	+	810	141
gene-LtaPh_0700300	BLBS01000008.1	11464	12363	+	900	124
gene-LtaPh_0700400	BLBS01000008.1	15126	16082	+	957	169
gene-LtaPh_0700500	BLBS01000008.1	16672	19557	+	2886	376
gene-LtaPh_0700600	BLBS01000008.1	21258	22034	+	777	120
gene-LtaPh_0700700	BLBS01000008.1	22943	23650	+	708	110
gene-LtaPh_0700800	BLBS01000008.1	24637	26511	+	1875	250
gene-LtaPh_0700900	BLBS01000008.1	27824	31771	+	3948	559
gene-LtaPh_0701000	BLBS01000008.1	32987	36955	+	3969	541
gene-LtaPh_0701100	BLBS01000008.1	39345	40931	+	1587	250
gene-LtaPh_0701200	BLBS01000008.1	42054	49169	+	7116	979
gene-LtaPh_0701300	BLBS01000008.1	49694	51628	+	1935	289
gene-LtaPh_0701400	BLBS01000008.1	52245	53291	+	1047	191
gene-LtaPh_0701500	BLBS01000008.1	54147	55979	+	1833	284
gene-LtaPh_0701600	BLBS01000008.1	58484	61051	-	2568	399
gene-LtaPh_0701700	BLBS01000008.1	65907	69104	-	3198	1014
gene-LtaPh_0701800	BLBS01000008.1	69855	76040	-	6186	3758
gene-LtaPh_0701900	BLBS01000008.1	76767	77948	-	1182	841
gene-LtaPh_0702000	BLBS01000008.1	79444	81699	-	2256	386
gene-LtaPh_0702100	BLBS01000008.1	82290	83000	-	711	170
gene-LtaPh_0702200	BLBS01000008.1	84003	85886	-	1884	299
gene-LtaPh_0702251	BLBS01000008.1	86351	86848	+	498	110
gene-LtaPh_0702300	BLBS01000008.1	86512	86871	-	360	92
gene-LtaPh_0702400	BLBS01000008.1	87584	89392	-	1809	304
gene-LtaPh_0702500	BLBS01000008.1	90699	96326	-	5628	833
gene-LtaPh_0702600	BLBS01000008.1	99228	100331	-	1104	224
gene-LtaPh_0702700	BLBS01000008.1	102644	103837	-	1194	209
gene-LtaPh_0702800	BLBS01000008.1	104439	120908	-	16470	2502
gene-LtaPh_0702900	BLBS01000008.1	126566	127489	-	924	203
gene-LtaPh_0703000	BLBS01000008.1	128953	131394	-	2442	409
gene-LtaPh_0703100	BLBS01000008.1	132680	135175	-	2496	401
gene-LtaPh_0703200	BLBS01000008.1	136707	140147	-	3441	565
gene-LtaPh_0703300	BLBS01000008.1	141069	143564	-	2496	452
gene-LtaPh_0703400	BLBS01000008.1	144588	146885	-	2298	412
gene-LtaPh_0703500	BLBS01000008.1	152840	154339	-	1500	249
gene-LtaPh_0703600	BLBS01000008.1	155295	157172	-	1878	277
gene-LtaPh_0703700	BLBS01000008.1	158464	158787	-	324	88
gene-LtaPh_0703800	BLBS01000008.1	165607	166668	-	1062	215
gene-LtaPh_0703900	BLBS01000008.1	168376	179169	-	10794	1728
gene-LtaPh_0704000	BLBS01000008.1	180072	182753	-	2682	483
gene-LtaPh_0704100	BLBS01000008.1	183902	185785	-	1884	341
gene-LtaPh_0704200	BLBS01000008.1	188640	190178	-	1539	271
gene-LtaPh_0704300	BLBS01000008.1	192409	192738	-	330	104
gene-LtaPh_0704400	BLBS01000008.1	193788	194348	-	561	136
gene-LtaPh_0704500	BLBS01000008.1	195433	195906	-	474	97
gene-LtaPh_0704600	BLBS01000008.1	196425	196925	-	501	101
gene-LtaPh_0704700	BLBS01000008.1	197752	199311	-	1560	303
gene-LtaPh_0704800	BLBS01000008.1	199828	202329	-	2502	344
gene-LtaPh_0704900	BLBS01000008.1	210063	210542	+	480	117
gene-LtaPh_0705000	BLBS01000008.1	210826	225357	+	14532	2095
gene-LtaPh_0705100	BLBS01000008.1	226774	227961	+	1188	227
gene-LtaPh_0705121	BLBS01000008.1	230214	231020	-	807	182
gene-LtaPh_0705141	BLBS01000008.1	230236	231030	+	795	177
gene-LtaPh_0705161	BLBS01000008.1	232129	232950	-	822	159
gene-LtaPh_0705181	BLBS01000008.1	232166	232960	+	795	156
gene-LtaPh_0705200	BLBS01000008.1	234241	234945	+	705	144
gene-LtaPh_0705300	BLBS01000008.1	238580	238966	+	387	120
gene-LtaPh_0705351	BLBS01000008.1	238595	238972	-	378	117
gene-LtaPh_0705400	BLBS01000008.1	241955	244213	+	2259	393
gene-LtaPh_0705500	BLBS01000008.1	250569	256217	+	5649	911
gene-LtaPh_0705601	BLBS01000008.1	257687	258364	+	678	130
gene-LtaPh_0705700	BLBS01000008.1	260159	261562	+	1404	256
gene-LtaPh_0705800	BLBS01000008.1	262655	266719	+	4065	665
gene-LtaPh_0705851	BLBS01000008.1	267899	272650	+	4752	772
gene-LtaPh_0705900	BLBS01000008.1	273981	275708	+	1728	277
gene-LtaPh_0706000	BLBS01000008.1	277188	277754	+	567	153
gene-LtaPh_0706100	BLBS01000008.1	278644	279426	+	783	141
gene-LtaPh_0706200	BLBS01000008.1	280447	282096	+	1650	303
gene-LtaPh_0706301	BLBS01000008.1	284953	288270	+	3318	567
gene-LtaPh_0706401	BLBS01000008.1	287610	288206	-	597	132
gene-LtaPh_0706500	BLBS01000008.1	290015	291022	+	1008	218
gene-LtaPh_0706561	BLBS01000008.1	292387	293220	+	834	128
gene-LtaPh_0706621	BLBS01000008.1	293256	295730	+	2475	452
gene-LtaPh_0706700	BLBS01000008.1	300870	302372	+	1503	249
gene-LtaPh_0706800	BLBS01000008.1	303702	304208	+	507	123
gene-LtaPh_0706900	BLBS01000008.1	305356	305928	+	573	140
gene-LtaPh_0707000	BLBS01000008.1	307575	311165	+	3591	594
gene-LtaPh_0707100	BLBS01000008.1	317177	317662	+	486	127
gene-LtaPh_0707200	BLBS01000008.1	318568	319122	+	555	120
gene-LtaPh_0707300	BLBS01000008.1	321010	322296	+	1287	254
gene-LtaPh_0707400	BLBS01000008.1	324138	327908	+	3771	656
gene-LtaPh_0707500	BLBS01000008.1	328934	331405	+	2472	402
gene-LtaPh_0707551	BLBS01000008.1	332936	337072	+	4137	662
gene-LtaPh_0707600	BLBS01000008.1	337117	344322	+	7206	1147
gene-LtaPh_0707700	BLBS01000008.1	345980	346432	+	453	129
gene-LtaPh_0707751	BLBS01000008.1	345989	346519	-	531	136
gene-LtaPh_0707800	BLBS01000008.1	349127	350353	+	1227	231
gene-LtaPh_0707851	BLBS01000008.1	349508	350581	-	1074	209
gene-LtaPh_0707900	BLBS01000008.1	351594	355349	+	3756	564
gene-LtaPh_0708000	BLBS01000008.1	358001	359803	+	1803	323
gene-LtaPh_0708100	BLBS01000008.1	363348	365006	+	1659	310
gene-LtaPh_0708200	BLBS01000008.1	365661	366788	+	1128	212
gene-LtaPh_0708300	BLBS01000008.1	368492	368635	+	144	77
gene-LtaPh_0708400	BLBS01000008.1	369849	370994	+	1146	174
gene-LtaPh_0708500	BLBS01000008.1	371902	373695	+	1794	258
gene-LtaPh_0708700	BLBS01000008.1	378166	381669	+	3504	550
gene-LtaPh_0708801	BLBS01000008.1	392280	399392	+	7113	562
gene-LtaPh_3407500	BLBS01000008.1	399010	399414	-	405	44
gene-LtaPh_0708901	BLBS01000008.1	406397	412324	+	5928	569
gene-LtaPh_0709001	BLBS01000008.1	415653	422402	+	6750	987
gene-LtaPh_0709100	BLBS01000008.1	426216	426764	+	549	122
gene-LtaPh_0709200	BLBS01000008.1	436083	440489	+	4407	559
gene-LtaPh_0709401	BLBS01000008.1	443416	443736	+	321	81
gene-LtaPh_0709600	BLBS01000008.1	454672	455562	+	891	155
gene-LtaPh_0709700	BLBS01000008.1	459792	464996	+	5205	778
gene-LtaPh_0709800	BLBS01000008.1	468520	476226	+	7707	1104
gene-LtaPh_0709900	BLBS01000008.1	477068	478072	+	1005	185
gene-LtaPh_0710000	BLBS01000008.1	483866	487606	+	3741	550
gene-LtaPh_0710100	BLBS01000008.1	490532	497302	+	6771	975
gene-LtaPh_0710200	BLBS01000008.1	498156	501908	+	3753	537
gene-LtaPh_0710300	BLBS01000008.1	503370	506018	+	2649	388
gene-LtaPh_0710400	BLBS01000008.1	506117	507259	+	1143	191
gene-LtaPh_0710600	BLBS01000008.1	512275	513402	+	1128	194
gene-LtaPh_0710700	BLBS01000008.1	514970	515458	+	489	95
gene-LtaPh_0710800	BLBS01000008.1	516455	520489	+	4035	568
gene-LtaPh_0710900	BLBS01000008.1	521518	521865	+	348	57
gene-LtaPh_0711001	BLBS01000008.1	522879	523445	+	567	136
gene-LtaPh_0711100	BLBS01000008.1	524331	525662	+	1332	222
gene-LtaPh_0711200	BLBS01000008.1	526704	530438	+	3735	509
gene-LtaPh_0711300	BLBS01000008.1	532275	532613	+	339	72
gene-LtaPh_0711400	BLBS01000008.1	533576	535120	+	1545	224
gene-LtaPh_0711500	BLBS01000008.1	535647	536987	+	1341	209
gene-LtaPh_0711600	BLBS01000008.1	538492	541005	+	2514	354
gene-LtaPh_0711651	BLBS01000008.1	542620	543726	-	1107	142
gene-LtaPh_0711700	BLBS01000008.1	542641	543894	+	1254	156
gene-LtaPh_0711800	BLBS01000008.1	545288	546361	+	1074	172
